"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Polg",3.24574003031375e-33,0.353465302437806,1,1,5.05621381922275e-29
"Esco2",3.27764934077476e-33,0.448243570568089,1,1,5.10592214305892e-29
"Mtfp1",3.33297051103355e-33,0.151220547068026,1,1,5.19210146208806e-29
"Speer3",3.3408976470281e-33,-0.097032809111973,1,1,5.20445035454037e-29
"Gm20300",3.39308735826282e-33,0.159852815533422,1,1,5.28575148670183e-29
"Hrct1",3.56385684119885e-33,0.315078339841268,1,1,5.55177618721957e-29
"Acad9",3.82693280171376e-33,0.379412684849605,1,1,5.96159591850969e-29
"Fbln2",3.838034480632e-33,-1.18789272243445,1,1,5.97889011392853e-29
"Mipep",3.91636680374855e-33,0.237140411725347,1,1,6.10091620687949e-29
"Degs1",3.98753654254854e-33,-0.794784080806035,1,1,6.21178442598211e-29
"Gm29101",4.03430983456445e-33,0.25763605870189,1,1,6.28464786028449e-29
"Rbm15",4.04483667423567e-33,0.451189472313043,1,1,6.30104657112432e-29
"Gatd3a",4.27238020174636e-33,0.360365156817691,1,1,6.65551387828048e-29
"Nfatc4",4.63332363749087e-33,0.397080005711909,1,1,7.21779156248327e-29
"Epc1",4.81192551783964e-33,0.25655512520691,1,1,7.4960175716906e-29
"Zfp423",4.90184594046269e-33,0.137426826630062,1,1,7.63609560605277e-29
"Stard5",4.91269806362078e-33,0.228428895162821,1,1,7.65300104350845e-29
"Galnt16",4.93119445355587e-33,0.231872273004682,1,1,7.68181471974933e-29
"Tomm70a",5.13526622637282e-33,0.392512128267729,1,1,7.99971772744358e-29
"Aif1l",5.2830752333086e-33,-0.122534823832257,1,1,8.22997459844814e-29
"Cmc2",5.3379484772475e-33,0.767277038133418,1,1,8.31545613785616e-29
"P2ry2",5.48411936912999e-33,-0.102951137013712,1,1,8.54316115323071e-29
"Slc22a23",5.6096171314196e-33,0.106512966127147,1,1,8.73866156732545e-29
"Pcyt2",5.75466110534413e-33,0.410454458220893,1,1,8.96461106990508e-29
"Clip3",5.92384579031809e-33,-0.441956654740512,1,1,9.22816697215752e-29
"Spg21",6.30389014240422e-33,-0.561351402778377,1,1,9.82020006383729e-29
"Nim1k",6.39991790587355e-33,0.286614492006668,1,1,9.96979211376982e-29
"Tap2",6.47381505599432e-33,-0.409794818408517,1,1,1.00849090942279e-28
"Tekt2",6.53802418446204e-33,-0.0935797695027702,1,1,1.0184934074555e-28
"Tesk1",6.81054298899608e-33,-0.280835105368773,1,1,1.06094638682581e-28
"Bcat1",7.15054049782165e-33,-0.434600227048581,1,1,1.11391119875066e-28
"Clk1",7.28459641515487e-33,0.80968770694689,1,1,1.13479442955283e-28
"Gm36839",7.41220014228057e-33,0.0590347881721052,1,1,1.15467253816447e-28
"Shc2",7.65117305624422e-33,-0.257335496470734,1,1,1.19189973870173e-28
"Gem",7.76089825435705e-33,0.261945607646054,1,1,1.20899273006374e-28
"Irf2bp2",8.0018302497773e-33,0.427821507461922,1,1,1.24652511631031e-28
"Mical3",8.10555821032208e-33,0.383074912055324,1,1,1.26268385800397e-28
"Dab2",8.35386110032615e-33,-0.551937132333877,1,1,1.30136448220881e-28
"Cope",8.5417800355378e-33,-0.624310336282573,1,1,1.33063849393608e-28
"Elac1",9.0561328491546e-33,0.186403677977047,1,1,1.4107643752413e-28
"Ahr",9.18153249568469e-33,0.43987599881727,1,1,1.43029913217776e-28
"Chmp6",9.47249808907241e-33,-0.459151836467326,1,1,1.4756257523157e-28
"Dpp7",9.57221709610562e-33,-0.48768114224609,1,1,1.49115997923133e-28
"3110056K07Rik",9.65587829864164e-33,0.226307197398856,1,1,1.50419272136239e-28
"Sesn1",9.92335670616518e-33,0.215860621110627,1,1,1.54586050768641e-28
"Pdcd4",1.00885694338633e-32,0.604423235044429,1,1,1.57159734640722e-28
"Ccm2",1.0521107261008e-32,-0.454244351378365,1,1,1.63897808911982e-28
"Ctdsp2",1.14172745159557e-32,-0.485193014926484,1,1,1.77858302409557e-28
"Phf7",1.17595054112648e-32,0.22637319465238,1,1,1.83189575296684e-28
"Hist1h4a",1.20588692788729e-32,0.139608759577386,1,1,1.87853065626282e-28
"Ccni",1.21845221207629e-32,0.45877821379455,1,1,1.89810485597245e-28
"Flrt3",1.22724342451737e-32,0.175273150762397,1,1,1.91179980671316e-28
"Slc1a3",1.2881675820564e-32,0.720187224963611,1,1,2.00670745932746e-28
"Ngrn",1.29995009965031e-32,0.307004929206531,1,1,2.02506226523526e-28
"Esrra",1.32237260023712e-32,0.37925402051754,1,1,2.05999203664939e-28
"Taf4b",1.36075909534134e-32,0.206152406703574,1,1,2.11979051872273e-28
"Ret",1.36241107610545e-32,-0.179897618600701,1,1,2.12236397435707e-28
"Zdhhc14",1.38468418416361e-32,-0.202831824982883,1,1,2.15706102209006e-28
"Ldb1",1.43459937825809e-32,-0.405266240387517,1,1,2.23481891145045e-28
"Tube1",1.56226813599247e-32,0.128262140195348,1,1,2.43370130224907e-28
"Cox15",1.5625483662539e-32,0.225914959965503,1,1,2.43413784495033e-28
"Ranbp1",1.64233272904775e-32,-1.0370736791478,1,1,2.55842592531059e-28
"Mb",1.64994999959897e-32,0.0547652138374022,1,1,2.57029210937528e-28
"Pla2g6",1.77391756294543e-32,0.203987938373027,1,1,2.76340877955639e-28
"Taok3",1.78175618670073e-32,-0.545771279825601,1,1,2.7756197876424e-28
"Apol9a",1.78359825628233e-32,-0.309935753349068,1,1,2.77848936363662e-28
"mt-Co2",1.90717387022299e-32,1.52131267590505,1,1,2.97099545503337e-28
"Serhl",1.91748089867151e-32,0.451033039022515,1,1,2.98705174395047e-28
"Pnrc1",1.96969322077765e-32,0.833313033787166,1,1,3.06838809932742e-28
"Cul5",1.98151068045256e-32,-0.421369860004607,1,1,3.08679733800899e-28
"Fam124a",2.05742844689563e-32,-0.489207515845172,1,1,3.20506203457401e-28
"Arhgap10",2.16046947549041e-32,-0.620279608526855,1,1,3.36557934891897e-28
"Pgs1",2.180247052641e-32,-0.458254402128293,1,1,3.39638885860415e-28
"Hcfc1r1",2.20747362526867e-32,-1.12798684842972,1,1,3.43880241344354e-28
"Fam45a",2.32550583105207e-32,-0.318660892768124,1,1,3.62267298361291e-28
"Mafk",2.33037527621151e-32,-0.338404261669689,1,1,3.63025860528229e-28
"Myo18a",2.52531950542444e-32,-0.272037925616134,1,1,3.93394272555019e-28
"Zfp493",2.78362992560401e-32,0.0963327379572456,1,1,4.33633869810593e-28
"Adam12",3.08749520220335e-32,0.81950076742788,1,1,4.80970002599238e-28
"Smurf1",3.12660420530461e-32,-0.424617448097415,1,1,4.87062403102353e-28
"Id4",3.2187489272894e-32,-0.59730956534539,1,1,5.01416707893143e-28
"Akap7",3.22008424030784e-32,0.277762299525881,1,1,5.01624722955156e-28
"Bgn",3.24758015865089e-32,-1.29873249713582,1,1,5.05908037114635e-28
"Gucy1a2",3.26121829742381e-32,-0.164531688130785,1,1,5.08032586372681e-28
"Ptcd2",3.30628122081595e-32,0.36496747031781,1,1,5.15052488578708e-28
"Mvp",3.4716787506398e-32,-0.394634362817254,1,1,5.40818115774667e-28
"Twf1",3.76660444412903e-32,-0.402856592090598,1,1,5.8676164030642e-28
"Zbed4",3.77914432100526e-32,0.181815231392085,1,1,5.88715102326199e-28
"Manf",3.86222517866231e-32,-0.759113800723628,1,1,6.01657438332015e-28
"Wfs1",3.97900383727818e-32,-0.306184233349872,1,1,6.19849217771196e-28
"Kdsr",4.11384309867157e-32,0.321023594599474,1,1,6.40854477911057e-28
"Hspg2",4.27256925816725e-32,-0.618879594981725,1,1,6.65580839037294e-28
"Foxc2",4.37626863871285e-32,-0.166048378366427,1,1,6.81735128538687e-28
"Tifa",4.52285869969173e-32,-0.209778650870645,1,1,7.04570928237978e-28
"Strada",4.57159659928528e-32,0.205323169892873,1,1,7.1216331823666e-28
"Dipk1c",4.60030440135629e-32,0.0459738077673297,1,1,7.16635419643283e-28
"Exd1",4.72744888419364e-32,0.0997426554745844,1,1,7.36441987179686e-28
"Pafah1b1",4.75566802060554e-32,-0.541301952689809,1,1,7.40837964249931e-28
"H2-Q10",4.86710945563475e-32,0.454422877550411,1,1,7.58198310998781e-28
"Tmem208",4.91123585995959e-32,-0.473594550294718,1,1,7.65072322264504e-28
"Trp53inp2",4.91797329580779e-32,0.529394635181832,1,1,7.66121880020938e-28
"March6",5.18076107939012e-32,0.484786586873566,1,1,8.07058960947392e-28
"Gen1",5.55668006595068e-32,0.270879780770654,1,1,8.65619620673797e-28
"Sp4",6.22562425085732e-32,0.221713329308708,1,1,9.69827745798554e-28
"Aldh1b1",6.45217889078361e-32,-0.0895892028739711,1,1,1.00512042760627e-27
"Cavin3",6.50111013889266e-32,-0.914368504862072,1,1,1.0127429374367e-27
"Acta1",6.98764343453974e-32,-1.35116846026746,1,1,1.0885350942326e-27
"Gas6",7.03751843339383e-32,-0.994727733297272,1,1,1.09630462155409e-27
"Frzb",7.34695088773153e-32,-0.0890501005925111,1,1,1.14450800929082e-27
"Coq7",7.46919922825741e-32,-0.449369354538925,1,1,1.16355185577794e-27
"Tmod2",7.48791978265866e-32,-0.153662416384302,1,1,1.16646814374257e-27
"Ech1",7.54855102068548e-32,0.680510290063034,1,1,1.17591327800238e-27
"Slc25a43",7.75719703976186e-32,-0.0879359383775276,1,1,1.2084161548541e-27
"Gm7160",7.98225298781923e-32,0.156884407006258,1,1,1.24347537044248e-27
"Capns1",8.00005383085408e-32,-0.690218689349178,1,1,1.24624838577045e-27
"Zfp882",8.3328617977354e-32,0.0995763612710177,1,1,1.29809321085122e-27
"Ift74",8.81281816624835e-32,-0.357414626868661,1,1,1.37286081393817e-27
"Col6a2",8.86521707388346e-32,1.00435677844676,1,1,1.38102351576957e-27
"1110065P20Rik",9.1792875553062e-32,-0.495774951757308,1,1,1.4299494153656e-27
"Fam3c",9.61310524308188e-32,-0.537296238872629,1,1,1.4975295347673e-27
"Gnptab",9.77002941254056e-32,0.385330099042073,1,1,1.52197518188557e-27
"Cebpa",9.84350829928222e-32,1.71791129607724,1,1,1.53342172286218e-27
"Dync1i2",9.85489615450109e-32,-0.893353607322323,1,1,1.53519572294818e-27
"Irf8",9.91597079505755e-32,-0.121389941054452,1,1,1.54470993045406e-27
"Ykt6",9.95737995095262e-32,-0.412014954831643,1,1,1.5511606487594e-27
"Cables1",9.96346171384301e-32,0.165236152613923,1,1,1.55210806578246e-27
"1500015A07Rik",1.10352269351549e-31,0.156567034569851,1,1,1.71906765195843e-27
"Map7d1",1.1070482316074e-31,-0.46149462280418,1,1,1.724559735198e-27
"Rtn2",1.11677630298857e-31,-0.230974979614568,1,1,1.7397141247956e-27
"Mphosph6",1.16041297817595e-31,-0.41343767453933,1,1,1.80769133740249e-27
"Ocel1",1.28759944936133e-31,0.286204918706619,1,1,2.00582242221509e-27
"Car12",1.29494633362517e-31,0.0566212109485038,1,1,2.0172673985213e-27
"Cdk20",1.3301862351246e-31,0.163367477299681,1,1,2.0721641170771e-27
"9130401M01Rik",1.46218723029067e-31,-0.577412838079554,1,1,2.2777952673468e-27
"Soat1",1.46880844854772e-31,-0.45708620559251,1,1,2.28810980114764e-27
"Gstm5",1.47456391275315e-31,-0.626232569747811,1,1,2.29707566328685e-27
"Tpd52l1",1.48177098715801e-31,-0.0945014683052574,1,1,2.30830284379475e-27
"Gcdh",1.54434227690452e-31,0.26048479631708,1,1,2.40577639896187e-27
"Gm13421",1.55131230270758e-31,0.0700318824596728,1,1,2.41663430515786e-27
"Ice2",1.64233080453737e-31,0.192417527867909,1,1,2.55842292730832e-27
"Hsf2",1.70482758250274e-31,0.289404355760592,1,1,2.65578040802277e-27
"Acsl4",1.73017517234409e-31,0.658605775542445,1,1,2.69526688347763e-27
"Zbtb5",1.78533920576739e-31,0.220660377949692,1,1,2.78120141474444e-27
"Pard6g",1.84272207624503e-31,-0.290679854906076,1,1,2.8705924503745e-27
"Mrnip",1.85120910885451e-31,0.188558553010651,1,1,2.88381354977356e-27
"Lurap1",1.85841644481948e-31,-0.0914819427155469,1,1,2.89504113773978e-27
"Preb",1.93408253141663e-31,0.345739111223404,1,1,3.01291376744082e-27
"Emilin1",2.04649728359659e-31,-0.502770800982564,1,1,3.18803346838676e-27
"Prep",2.09756215264467e-31,-0.418086555944615,1,1,3.26758232138986e-27
"Cib1",2.12289812657944e-31,-0.444021443281543,1,1,3.30705070158546e-27
"Pinx1",2.24582742942288e-31,-0.42348748715152,1,1,3.49854996955497e-27
"Sdhaf1",2.30677357807554e-31,0.454131554787534,1,1,3.59349187992608e-27
"Chchd10",2.31308058702963e-31,1.45731155165941,1,1,3.60331693847476e-27
"Aff3",2.32623081687944e-31,-0.0958664486385354,1,1,3.62380236653479e-27
"Zfp952",2.35783757110772e-31,0.221981193550394,1,1,3.6730393682716e-27
"Tulp1",2.39337783112181e-31,-0.0804020027727081,1,1,3.72840398532155e-27
"3110045C21Rik",2.40452508733077e-31,0.103567815652292,1,1,3.74576918104388e-27
"B230317F23Rik",2.58291815442144e-31,0.0449094794857261,1,1,4.02366990095771e-27
"Sumo1",2.62099428265258e-31,-0.513316461794427,1,1,4.08298489351618e-27
"Dusp18",2.73349826139967e-31,-0.270933885881748,1,1,4.2582435916084e-27
"Agrn",2.74677287132275e-31,0.328559815747766,1,1,4.27892277894658e-27
"Klk8",2.89827616962248e-31,-0.29529002915868,1,1,4.5149346170379e-27
"Mfap2",2.97968326267339e-31,-1.28721567865072,1,1,4.64175058659261e-27
"Ptprd",3.03118021185175e-31,0.107686432135938,1,1,4.72197253402265e-27
"Ilvbl",3.11517383812653e-31,-0.383033114896293,1,1,4.8528178050335e-27
"Star",3.2381016208079e-31,0.233370403140139,1,1,5.04431470489455e-27
"Gm15635",3.39429227198504e-31,0.0468597182892274,1,1,5.2876285012983e-27
"Eef1e1",3.40030532359004e-31,-0.561033768413387,1,1,5.29699563308856e-27
"Med12l",3.46484759395841e-31,0.0646957745357029,1,1,5.39753958186841e-27
"Pon2",3.65389861739405e-31,-0.492629199985554,1,1,5.69204326617645e-27
"4930550C14Rik",3.65660636131381e-31,0.0963518976365079,1,1,5.69626138965466e-27
"Ift80",3.68330519430314e-31,0.251545433021346,1,1,5.73785283168543e-27
"Nhlrc2",3.78326769915862e-31,-0.4136301017652,1,1,5.89357442174931e-27
"Bckdhb",4.13974920091141e-31,0.566219463278325,1,1,6.4489013051798e-27
"Dusp10",4.22707909664124e-31,0.368924450294853,1,1,6.58494381674773e-27
"Nkapl",4.22876073453089e-31,0.128074947510653,1,1,6.58756347225221e-27
"Smpd3",4.25375463298148e-31,0.0661597174274036,1,1,6.62649896725855e-27
"Frmd8",4.38374843712351e-31,-0.276338198765414,1,1,6.829003315351e-27
"Tnrc18",4.47361453778378e-31,-0.526419452278074,1,1,6.96899672695957e-27
"Ypel2",4.57182352008696e-31,0.199259791132266,1,1,7.12198667959147e-27
"Naglu",4.66247392333553e-31,-0.456556001966781,1,1,7.26320187777209e-27
"Plpp5",4.85416837037089e-31,-0.526592707569348,1,1,7.56182348736378e-27
"B930095G15Rik",4.85699764975462e-31,-0.192720222647158,1,1,7.56623093878774e-27
"Dpf3",4.90431919108326e-31,0.0401905619309533,1,1,7.6399484358695e-27
"Cyp2d22",4.91654512385576e-31,0.498562985177647,1,1,7.65899399394251e-27
"Snx3",5.00059876692615e-31,-0.86325994782536,1,1,7.78993275911755e-27
"Dixdc1",5.36552950003361e-31,0.188005411608503,1,1,8.35842185515236e-27
"Txndc12",5.5033421711184e-31,-0.63542485769178,1,1,8.57310643416825e-27
"Slc10a6",5.68949951594005e-31,0.839013562925306,1,1,8.86310234593141e-27
"Fam220a.1",5.86064097855514e-31,0.138554871002025,1,1,9.1297065163932e-27
"Zfp62",6.70479373187243e-31,0.365588990455066,1,1,1.04447276755109e-26
"Gm49359",7.10701806815174e-31,0.164608442710531,1,1,1.10713127465668e-26
"Kalrn",7.17444633252364e-31,-0.145369523717827,1,1,1.11763524968053e-26
"Tmed9",7.5076113618486e-31,-0.659268031339275,1,1,1.16953569794877e-26
"Fyb2",7.6677096297244e-31,-0.0774482462355424,1,1,1.19447580611847e-26
"Nyap1",7.73479280236811e-31,-0.106187944054461,1,1,1.2049260227529e-26
"Gspt2",7.8688029878394e-31,0.201416548189706,1,1,1.22580212944562e-26
"Efhc1",8.21508838357315e-31,0.122036216733931,1,1,1.27974646839303e-26
"Smarce1",8.31093320975918e-31,-0.424218974957365,1,1,1.29467717541628e-26
"Slc25a30",8.57817362807143e-31,0.627880301642445,1,1,1.33630788778097e-26
"Apoa1",8.5910872621008e-31,0.0469117568896056,1,1,1.33831957369006e-26
"Ung",8.9555528175802e-31,0.26751207662205,1,1,1.39509601792264e-26
"Idi1",9.13966321074695e-31,0.486469500026497,1,1,1.42377673497016e-26
"Ino80e",9.27384115287801e-31,-0.386795661556638,1,1,1.44467897479534e-26
"Tfb2m",9.30681065468098e-31,0.32787908091454,1,1,1.4498149637862e-26
