"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tmsb4x",0,-4.21051599584204,1,1,0
"Thsd7a",8.89318162514244e-323,1.40987961492041,1,1,1.38537983356469e-318
"Ppm1d",1.44069542327307e-320,1.24550632487599,1,1,2.2443153303748e-316
"Gbe1",3.97722844902203e-320,1.42691118233432,1,1,6.19572647788653e-316
"Cdc42ep5",2.5538253233534e-319,-1.53237329815549,1,1,3.97834908871993e-315
"Rnf144a",7.34408819917179e-319,1.39004923191232,1,1,1.14406205966698e-314
"Clic1",2.31341298008705e-318,-2.24646368482116,1,1,3.60383474037961e-314
"Fkbp5",1.42052697685859e-314,1.65186097036787,1,1,2.21289692455031e-310
"Car6",5.30179164048487e-314,-0.869904918849119,1,1,8.25913101754733e-310
"Loxl3",1.12306435202453e-309,-1.40726915215403,1,1,1.74950964758382e-305
"Col27a1",1.76912416989859e-308,0.999371486696453,1,1,2.75594163186802e-304
