"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Acta2",0,-5.69648519490045,0.113,0.923,0
"Tagln",0,-5.59215557704986,0.103,0.899,0
"Emp3",0,-6.120650929929,0.07,0.86,0
"Car3",0,7.30301160776535,0.74,0.007,0
"Cd9",0,-4.29813611568862,0.106,0.814,0
"Anxa3",0,-3.84365201904828,0.11,0.805,0
"Tpm2",0,-4.80724679419169,0.118,0.806,0
"Cd36",0,4.69897668034421,0.813,0.132,0
"Cdo1",0,6.4123275784759,0.725,0.06,0
"Ccn2",0,-4.80103465348603,0.066,0.726,0
"Timp3",0,-4.94118631336465,0.094,0.75,0
"Rbp4",0,5.19287754691728,0.816,0.164,0
"Myl9",0,-6.89117964429942,0.015,0.65,0
"Cnn2",0,-4.21788098067927,0.131,0.766,0
"S100a4",0,-4.82749026182594,0.174,0.804,0
"A2m",0,10.1525891414157,0.617,0.005,0
"Crip1",0,-3.60272430633031,0.198,0.809,0
"Igfbp6",0,-3.69969570113292,0.133,0.718,0
"Pdlim2",0,-4.45991001348329,0.07,0.653,0
"Lbh",0,-4.52426849157878,0.144,0.725,0
"Tm4sf1",0,-4.47539739935423,0.045,0.609,0
"Pnpla2",0,5.300832497721,0.787,0.226,0
"Cyba",0,-3.87367420846428,0.299,0.86,0
"Thy1",0,-3.53120098962961,0.112,0.672,0
"Ddah2",0,-4.10898985245793,0.075,0.629,0
"Ccn4",0,-4.33590798508325,0.08,0.633,0
"Myof",0,-2.62745232257596,0.175,0.726,0
"Adipoq",0,4.44065476705419,0.576,0.03,0
"Emp2",0,-3.74745665877452,0.094,0.633,0
"Mfap5",0,-3.42130396022585,0.309,0.848,0
"Ccn5",0,-3.71247963539342,0.136,0.673,0
"Mmp23",0,-4.34625355947637,0.053,0.579,0
"Prelp",0,-4.45860918926235,0.046,0.571,0
"Ahnak2",0,-2.28958257988306,0.185,0.708,0
"Mfap4",0,-5.76570147575489,0.031,0.553,0
"Timp2",0,-3.37413848573178,0.393,0.913,0
"Metrnl",0,-3.64662169915777,0.154,0.674,0
"Fam129a",0,-3.54485003013246,0.08,0.596,0
"Phgdh",0,-3.0002187033767,0.225,0.74,0
"Actn1",0,-3.14130432805472,0.272,0.786,0
"Bst2",0,-3.08884746751102,0.285,0.798,0
"Cmtm3",0,-2.75897718043217,0.134,0.647,0
"Tubb2b",0,-4.24376613161981,0.047,0.556,0
"Thbs1",0,-3.47236804739938,0.395,0.902,0
"Arxes2",0,4.73770111179849,0.677,0.17,0
"Scd1",0,4.87667266368885,0.996,0.492,0
"Ckb",0,-3.59706178467611,0.116,0.619,0
"Mcub",0,-3.76843466859668,0.06,0.56,0
"Nexn",0,-6.85436588999561,0.013,0.51,0
"Uap1l1",0,-2.79132219592554,0.179,0.675,0
"Lsp1",0,-3.70698507753909,0.071,0.562,0
"Plin1",0,5.82797964688939,0.511,0.02,0
"Lipe",0,6.18958123739758,0.532,0.043,0
"Pafah1b3",0,-2.63696110303473,0.156,0.644,0
"Tgfb1i1",0,-3.03139459599533,0.103,0.59,0
"Ccl7",0,-3.21120095047487,0.209,0.696,0
"Ifi30",0,-2.99306566165935,0.111,0.596,0
"Rbp1",0,-3.20349750867101,0.172,0.654,0
"Fblim1",0,-3.01373806499969,0.08,0.561,0
"Fcor",0,3.98924984132323,0.599,0.118,0
"Plk2",0,-2.64497341795662,0.176,0.656,0
"Cdc42ep3",0,-4.17116853023052,0.072,0.551,0
"Capg",0,-3.0967632743918,0.326,0.804,0
"Arhgdib",0,-4.81541547340684,0.038,0.516,0
"Col5a3",0,3.57444966770991,0.695,0.217,0
"Tpm1",0,-3.87040755533599,0.407,0.884,0
"Lrrc32",0,-2.48413738515802,0.194,0.666,0
"Nradd",0,-3.04859775929335,0.11,0.577,0
"Map1b",0,-2.68701170545383,0.197,0.661,0
"Arxes1",0,5.75190193135843,0.501,0.038,0
"Fhl2",0,-3.03107618643171,0.171,0.634,0
"Vat1",0,-2.38699395721157,0.334,0.795,0
"Ephx2",0,5.55408511113602,0.519,0.061,0
"Adamts5",0,-2.72503587746716,0.224,0.678,0
"Tes",0,-2.53851499275896,0.102,0.555,0
"Pls3",0,-2.6742602013862,0.22,0.673,0
"Arl4a",0,4.37082661430823,0.703,0.25,0
"Selenom",0,-2.35786869565695,0.393,0.845,0
"Lgals9",0,-2.97990214891577,0.079,0.53,0
"Plp2",0,-2.36172154526393,0.187,0.638,0
"Apbb1ip",0,-1.91429138019072,0.177,0.627,0
"Zbtb16",0,9.45656136325112,0.449,0.001,0
"Gpr176",0,-4.19319571218253,0.029,0.477,0
"Nbl1",0,-2.9218628281669,0.095,0.541,0
"Gask1b",0,-3.64579638990144,0.061,0.507,0
"Ctsk",0,-2.62163406078559,0.23,0.675,0
"Ptgis",0,-3.10714583064019,0.11,0.553,0
"Cdc42ep5",0,-3.70351974318306,0.036,0.477,0
"Cxcl14",0,-3.43119234051131,0.195,0.634,0
"Flot1",0,-2.11164992559298,0.257,0.696,0
"Npdc1",0,-2.48598967976884,0.254,0.692,0
"Camk1",0,-2.37022226033978,0.244,0.68,0
"Axl",0,-2.02296205555212,0.235,0.671,0
"Pde3b",0,4.56910965432065,0.555,0.119,0
"Gpnmb",0,-3.12219641099686,0.141,0.576,0
"Ccl8",0,-5.69045881230487,0.038,0.472,0
"Pea15a",0,-2.38232172836684,0.214,0.647,0
"Cemip",0,-8.12252792026146,0.005,0.438,0
"Adm",0,-2.51496514119586,0.23,0.662,0
"Acsl1",0,5.09519970033758,0.647,0.215,0
"Fez1",0,-4.83419899554445,0.03,0.461,0
"Tnfsf12",0,-3.67010575181813,0.052,0.483,0
"Swap70",0,-2.41839321691906,0.17,0.601,0
"Gpd1",0,8.38244010465797,0.439,0.009,0
"Prg4",0,3.65955591984025,0.546,0.117,0
"Cd44",0,-1.86351700605349,0.276,0.704,0
"Clic1",0,-2.96417459843424,0.468,0.895,0
"Phldb2",0,-2.14702697507483,0.29,0.716,0
"Cmtm7",0,-2.17690084727224,0.301,0.725,0
"Pdpn",0,-1.65089923866167,0.232,0.652,0
"Ttc28",0,-2.47531534313616,0.18,0.6,0
"Basp1",0,-2.29115758523415,0.41,0.83,0
"Pcx",0,4.37989737809794,0.517,0.099,0
"Klf2",0,-4.4197073183858,0.044,0.458,0
"Nrp2",0,-2.77109791239209,0.108,0.519,0
"Mustn1",0,-6.57536934736238,0.01,0.421,0
"Csrp1",0,-2.49349066013337,0.238,0.646,0
"Fyn",0,-2.19012432213684,0.142,0.55,0
"Psmb8",0,-3.2783751676604,0.084,0.492,0
"Peg3",0,3.34251000974451,0.561,0.154,0
"Smpdl3a",0,-3.62988530312255,0.057,0.464,0
"Limd2",0,-2.27297787566679,0.144,0.551,0
"Fabp4",0,5.74294902148997,1,0.594,0
"Srpx2",0,-2.3989287491441,0.137,0.541,0
"Arl8a",0,-2.13912444995988,0.222,0.625,0
"Hacd4",0,-3.49336426617253,0.042,0.445,0
"Gpx7",0,-2.34884699184379,0.146,0.549,0
"Mical2",0,-2.37367583344918,0.141,0.544,0
"Akap12",0,-1.96060576701047,0.224,0.626,0
"Fzd2",0,-2.41534323630035,0.154,0.555,0
"Sept8",0,-1.86751149925837,0.227,0.627,0
"Ccn3",0,-7.53535306169185,0.005,0.405,0
"Eva1b",0,-2.23135952300231,0.291,0.691,0
"Ccnd1",0,-5.64362605156509,0.024,0.422,0
"F3",0,-3.17863839645111,0.441,0.838,0
"Slc25a24",0,-2.94839114294425,0.054,0.45,0
"Ltbp2",0,-3.27287552343194,0.061,0.457,0
"Ift43",0,-2.02174853425576,0.227,0.623,0
"Ppp1r18",0,-2.02189176419865,0.2,0.596,0
"Crlf2",0,-2.84803928660236,0.065,0.46,0
"2310022B05Rik",0,-2.58402074448134,0.201,0.595,0
"Bin1",0,-1.90652472910755,0.267,0.66,0
"Nucb2",0,-1.80762837353417,0.176,0.569,0
"Mxra7",0,-1.95841672789525,0.31,0.703,0
"Lasp1",0,-1.98801263831588,0.294,0.686,0
"Cltb",0,-1.98338495499413,0.295,0.687,0
"Anxa4",0,-2.15491486285241,0.21,0.602,0
"Rai14",0,-2.15269435371149,0.155,0.547,0
"Ier3",0,-1.89031498431754,0.326,0.718,0
"Cryab",0,-1.50025224975848,0.349,0.74,0
"Ccl2",0,-3.17975160359034,0.231,0.622,0
"Acvrl1",0,-3.44404995617207,0.041,0.432,0
"Lgalsl",0,-2.52293771547475,0.265,0.655,0
"Plec",0,-2.08319963966758,0.389,0.779,0
"Filip1l",0,-2.40454493897676,0.106,0.496,0
"Cpe",0,-1.97924006511103,0.164,0.553,0
"Rhoc",0,-2.70557238851661,0.48,0.868,0
"Avpr1a",0,-3.41714326987202,0.051,0.439,0
"mt-Nd6",0,2.99962656142916,0.849,0.462,0
"Lrrfip1",0,-2.18940717996643,0.351,0.737,0
"Avpi1",0,-1.99290728526897,0.201,0.587,0
"Serpina3n",0,2.71021095541058,0.764,0.379,0
"Ddah1",0,-2.86083854075185,0.19,0.575,0
"Tubb2a",0,-1.83701705978437,0.289,0.673,0
"Scn1b",0,-2.46995805244824,0.137,0.521,0
"Jdp2",0,-2.85020712721259,0.068,0.452,0
"Renbp",0,-2.07032003111186,0.132,0.516,0
"Tuba1a",0,-2.3888800301323,0.467,0.851,0
"Vamp5",0,-3.61963094854269,0.062,0.445,0
"Lxn",0,-2.64113116384723,0.108,0.49,0
"Plaur",0,-5.02715488431351,0.009,0.391,0
"Cap1",0,-1.93565397879742,0.301,0.681,0
"Retn",0,5.6976006720034,0.39,0.01,0
"Dok1",0,-2.91541437287555,0.087,0.466,0
"Rab4b",0,-1.8237626448932,0.262,0.641,0
"Gltp",0,-3.18257899375767,0.089,0.467,0
"Mgll",0,3.97216005087695,0.489,0.111,0
"Vasp",0,-1.84964426949003,0.259,0.637,0
"Ehbp1l1",0,-2.26741499219999,0.156,0.533,0
"Loxl3",0,-2.82238191605259,0.088,0.464,0
"Mdk",0,-3.95823738426783,0.053,0.428,0
"Flnb",0,-2.2865151050259,0.167,0.542,0
"Glul",0,3.44042909645987,0.667,0.297,0
"Folh1",0,6.43627330555172,0.386,0.017,0
"Chd3",0,-1.73575806758205,0.29,0.657,0
"Cyb5r1",0,-1.85552076942639,0.37,0.737,0
"3300005D01Rik",0,-4.03514808182055,0.031,0.398,0
"Rab31",0,-2.51019129583918,0.093,0.46,0
"Podn",0,-3.00473515523762,0.073,0.439,0
"Asap1",0,-2.02715017773974,0.317,0.682,0
"Isg15",0,-4.80074115500889,0.026,0.389,0
"Ywhah",0,-2.14590722512455,0.434,0.796,0
"Pdlim1",0,-2.41359144299619,0.197,0.559,0
"Yif1b",0,-1.83169245312247,0.353,0.715,0
"Crim1",0,-2.35504122505055,0.117,0.479,0
"Tubb3",0,-4.14147398037893,0.033,0.394,0
"Lrg1",0,2.68821371127078,0.443,0.083,0
"Wwc2",0,-1.77972469654169,0.301,0.659,0
"Kras",0,-1.96887541561652,0.325,0.681,0
"Rnf150",0,-2.94111374826485,0.044,0.399,0
"Rnh1",0,-2.05098783231369,0.432,0.786,0
"Sh3bgrl3",0,-2.40946360549011,0.533,0.887,0
"Net1",0,3.64659748324763,0.486,0.132,0
"Rftn1",0,-3.52517845504574,0.032,0.386,0
"Nabp1",0,4.2439673205926,0.473,0.12,0
"Qpct",0,-4.76202408160101,0.018,0.371,0
"Pycard",0,-2.6852866978712,0.091,0.443,0
"Myo1c",0,-2.10570664456937,0.356,0.708,0
"Slc36a2",0,6.4519306544213,0.37,0.02,0
"Cxcl12",0,-2.60486597521845,0.485,0.834,0
"Sec11c",0,-1.99143087585026,0.358,0.707,0
"Tbcb",0,-1.84363179392444,0.453,0.801,0
"Col8a1",0,-7.35642282713158,0.004,0.351,0
"Tmsb4x",0,-4.67367766519502,0.647,0.994,0
"Scarf2",0,-3.38714472918606,0.036,0.382,0
"Adig",0,5.58090162297996,0.352,0.006,0
"Itgb5",0,-1.58420649196694,0.369,0.715,0
"Aopep",0,-2.90991395130228,0.075,0.42,0
"Lpin1",0,4.16869532363189,0.455,0.111,0
"Tagln2",0,-2.46790201986678,0.515,0.859,0
"Morrbid",0,-6.73837134672421,0.005,0.349,0
"Zyx",0,-1.53408714500665,0.386,0.73,0
"Aig1",0,-2.87587589555186,0.074,0.418,0
"Flna",0,-2.18670579614809,0.506,0.85,0
"Sfrp1",0,-2.17845491375159,0.509,0.85,0
"Spp1",0,-3.02168187746172,0.461,0.801,0
"Prr13",0,-1.5912282493132,0.39,0.73,0
"Pltp",0,-3.49196591653235,0.045,0.384,0
"Rgcc",0,2.36123669248432,0.738,0.399,0
"Hes1",0,-1.82600608830951,0.361,0.699,0
"Cuedc2",0,-1.62964808091823,0.402,0.737,0
"Cxcl16",0,-3.24291400377837,0.058,0.392,0
"Asah1",0,-1.62398902686995,0.448,0.781,0
"Angptl4",0,2.69499942831566,0.597,0.264,0
"Wdr1",0,-1.58490112137021,0.392,0.724,0
"Specc1",0,-2.96803387688106,0.054,0.385,0
"Rbpj",0,-1.7416285640228,0.397,0.728,0
"Lurap1l",0,-3.39482700981722,0.063,0.393,0
"Asns",0,-1.69205052045966,0.437,0.766,0
"Hexa",0,-1.85249562971743,0.459,0.788,0
"Postn",0,-1.91703125878488,0.538,0.867,0
"Syne1",0,-3.26192647966734,0.04,0.368,0
"Fxyd5",0,-1.80272986820546,0.471,0.798,0
"Hspb7",0,-5.75294586953943,0.009,0.335,0
"Cnn3",0,-2.07999581106792,0.424,0.748,0
"Rarg",0,-3.99307597640005,0.024,0.348,0
"Gng2",0,-3.62075931033442,0.052,0.375,0
"Cidec",0,9.11162832643573,0.323,0.001,0
"Slc38a1",0,-3.68832469636659,0.021,0.343,0
"Tnfrsf12a",0,-2.11166920142014,0.384,0.703,0
"Fam13a",0,5.96348981354317,0.334,0.016,0
"Pdcl3",0,-1.65780558520496,0.413,0.729,0
"Adamtsl5",0,-3.43897142315114,0.03,0.346,0
"Wfdc17",0,-7.63788838270635,0.004,0.319,0
"Lyz2",0,-6.90815179515579,0.004,0.318,0
"Gpx1",0,-1.81143803935943,0.504,0.817,0
"Serpinf1",0,-2.75734050698646,0.508,0.821,0
"Cnn1",0,-6.54180050629175,0.007,0.316,0
"Slc16a1",0,2.46867484661686,0.638,0.33,0
"Sri",0,-1.64610393498009,0.502,0.805,0
"Msn",0,-2.23445081589736,0.564,0.867,0
"Abracl",0,-2.03341628675771,0.535,0.838,0
"Serpinb6a",0,-2.16278760054466,0.617,0.911,0
"Col28a1",0,-6.33008884385541,0.006,0.297,0
"Vcan",0,2.80093864682902,0.801,0.512,0
"Nupr1",0,-1.51902163208428,0.509,0.797,0
"Ostf1",0,-1.71349576705656,0.499,0.787,0
"Lmod1",0,-5.17971866710539,0.006,0.292,0
"Prdx4",0,-1.65902366324955,0.541,0.827,0
"Alas1",0,2.52983401492192,0.688,0.409,0
"Sept11",0,-1.58902356092237,0.524,0.799,0
"Anxa1",0,-1.9434451024922,0.594,0.867,0
"Rap1b",0,-1.77424183815044,0.512,0.784,0
"Tpm3",0,-1.79402843428234,0.567,0.836,0
"Agpat2",0,4.2732563763086,0.649,0.385,0
"Vps29",0,-1.5593463340493,0.554,0.818,0
"Myh9",0,-1.89726982348594,0.621,0.884,0
"Tmem160",0,-1.37094278622151,0.568,0.829,0
"Nenf",0,-1.75819062216229,0.558,0.818,0
"Myl12a",0,-2.48539599447844,0.643,0.902,0
"Tle5",0,-1.39646439503897,0.595,0.848,0
"Tln1",0,-1.90210239182167,0.579,0.828,0
"Atf5",0,-1.64318814367651,0.57,0.819,0
"Adipor2",0,2.73574121572778,0.664,0.417,0
"Iqgap1",0,-1.7665457080862,0.568,0.815,0
"Cyb5r3",0,-1.45180527244942,0.585,0.822,0
"Lmna",0,-1.84204179987928,0.646,0.88,0
"Aebp1",0,-1.59699689641964,0.614,0.847,0
"Tmsb10",0,-1.92673740506083,0.695,0.926,0
"Btg1",0,2.18513690817394,0.843,0.614,0
"Dlc1",0,2.13296822895536,0.737,0.512,0
"Rtn4",0,-1.68690679180823,0.642,0.867,0
"Rexo2",0,-1.56361212935618,0.629,0.853,0
"Tpm4",0,-1.67962632032618,0.691,0.913,0
"Selenow",0,-1.58340578847629,0.643,0.861,0
"Gnai2",0,-2.0216904639586,0.65,0.868,0
"Lgals3",0,-2.61465025997864,0.663,0.88,0
"Ifitm3",0,-1.35565026284881,0.707,0.922,0
"Bax",0,-1.7076935037807,0.667,0.881,0
"B2m",0,-1.9319950535656,0.695,0.907,0
"Ahnak",0,-1.80487886509026,0.689,0.901,0
"Arpc5",0,-1.48490178548268,0.596,0.807,0
"Lars2",0,1.44995057281047,0.919,0.71,0
"Gnb1",0,-1.32648452800929,0.624,0.833,0
"Aprt",0,-1.38372196674317,0.65,0.857,0
"Mtch1",0,-1.29898482213659,0.616,0.822,0
"Dstn",0,-1.82098286084428,0.66,0.865,0
"Abhd5",0,2.51398764306853,0.691,0.486,0
"mt-Atp8",0,2.39296850510607,0.899,0.696,0
"Cstb",0,-1.88280694862836,0.679,0.882,0
"Atpif1",0,-1.60921473071181,0.685,0.886,0
"Pmepa1",0,-1.90827116049868,0.601,0.799,0
"Fabp5",0,2.3447159736938,0.99,0.792,0
"Ppp1r14b",0,-1.72861209781872,0.712,0.907,0
"Sars",0,-1.31178402098127,0.65,0.841,0
"Actr3",0,-1.47878293638127,0.637,0.827,0
"Ostc",0,-1.17763004478464,0.659,0.849,0
"Arpc1b",0,-1.93309821206413,0.725,0.912,0
"Reep5",0,-1.09701522418207,0.687,0.872,0
"Mt2",0,3.19152962644364,0.997,0.814,0
"Rheb",0,-1.2380130453184,0.639,0.822,0
"Atp6v1f",0,-1.25849541632641,0.671,0.854,0
"Calm2",0,-1.76231939715531,0.706,0.882,0
"Plin2",0,2.24547551592012,0.813,0.637,0
"Ctsz",0,-1.71416971969183,0.694,0.868,0
"Cd81",0,-1.6162686376537,0.711,0.885,0
"Capzb",0,-1.32298790420827,0.677,0.851,0
"Anxa5",0,-1.38538871950548,0.71,0.882,0
"Arhgdia",0,-1.26843324586895,0.691,0.863,0
"Arpc2",0,-2.03949588947429,0.723,0.892,0
"Txndc17",0,-1.27334198924398,0.701,0.867,0
"Sept7",0,-1.30803019236926,0.698,0.861,0
"Lpl",0,1.94661806886304,0.975,0.812,0
"Dynlrb1",0,-1.29306014136232,0.712,0.874,0
"Anxa2",0,-1.37903147992973,0.722,0.883,0
"Dynll1",0,-1.51580831687335,0.752,0.911,0
"Arpc3",0,-1.50247877873643,0.72,0.879,0
"Atp6v1g1",0,-1.31524411955191,0.715,0.872,0
"Psmd8",0,-1.30683357538786,0.717,0.874,0
"Nars",0,-1.37745081288317,0.713,0.87,0
"Itgb1",0,-1.8689790162591,0.741,0.897,0
"Bri3",0,-1.30254132645142,0.708,0.86,0
"Ppa1",0,2.82860209819475,0.793,0.641,0
"Sec61b",0,-1.32987990315053,0.744,0.893,0
"Prdx5",0,-1.57505285822058,0.746,0.895,0
"Cald1",0,-1.94835165911134,0.76,0.908,0
"Col4a1",0,1.95862241109423,0.969,0.821,0
"Lgals1",0,-2.72056065847581,0.846,0.99,0
"Ranbp1",0,-1.2383132396866,0.74,0.881,0
"Gnb2",0,-1.10790004707789,0.729,0.867,0
"Pfn1",0,-2.06152548260447,0.794,0.929,0
"Mgst1",0,1.48472521015177,0.856,0.723,0
"Prdx2",0,-1.11711325155947,0.74,0.873,0
"S100a6",0,-1.99750899670569,0.859,0.991,0
"Akr1a1",0,-1.14884154478934,0.73,0.862,0
"Igfbp7",0,-1.9134235267211,0.768,0.9,0
"Selenof",0,-1.27673961190934,0.764,0.888,0
"Actg1",0,-2.0282979077259,0.842,0.966,0
"Aplp2",0,1.67934727498441,0.813,0.691,0
"Col1a2",0,-1.87598514932828,0.861,0.981,0
"Krtcap2",0,-1.05103972772805,0.777,0.894,0
"Atp6v0c",0,-1.38460718606559,0.766,0.883,0
"Gabarap",0,-1.23729504372086,0.808,0.924,0
"mt-Nd4l",0,2.14110881359549,0.933,0.82,0
"Tmed10",0,-0.946505430702483,0.764,0.877,0
"S100a11",0,-1.46590207697398,0.825,0.937,0
"Clta",0,-1.12048498435119,0.78,0.892,0
"Rbm3",0,-1.07116626927579,0.791,0.903,0
"Pdia3",0,-1.1644316407609,0.782,0.891,0
"Bgn",0,-1.2413339757256,0.832,0.939,0
"mt-Nd3",0,1.90594917442394,0.926,0.82,0
"Rhoa",0,-1.11230021030915,0.772,0.877,0
"Cfl1",0,-1.30935066747518,0.825,0.929,0
"Lamp1",0,-1.20790114770189,0.788,0.892,0
"Cdc42",0,-1.14134882135954,0.789,0.892,0
"Esd",0,-1.18006110606793,0.805,0.908,0
"Cst3",0,-1.42890295171912,0.82,0.92,0
"Vim",0,-1.85050996564807,0.878,0.977,0
"Gng5",0,-1.12332459711616,0.805,0.902,0
"Dbi",0,1.7881225437761,0.963,0.869,0
"Calm1",0,-1.42892384066454,0.845,0.936,0
"Itm2b",0,-1.35449816684964,0.822,0.913,0
"AY036118",0,1.57161650932376,0.989,0.898,0
"Myl6",0,-1.72813267097633,0.878,0.966,0
"Serpinh1",0,-1.50086608586703,0.813,0.9,0
"mt-Nd5",0,2.10315011632452,0.949,0.862,0
"Serf2",0,-1.45435340821878,0.878,0.963,0
"Ppib",0,-1.01899758497051,0.837,0.921,0
"Scp2",0,1.91492777638896,0.914,0.832,0
"Cd63",0,-1.79892970646072,0.897,0.976,0
"Actb",0,-2.36305909711379,0.923,0.995,0
"Gnas",0,-0.892374048568119,0.88,0.947,0
"Btf3",0,-0.747197319823733,0.853,0.918,0
"Eif2s2",0,-0.840602772656692,0.848,0.912,0
"Chchd2",0,1.2159610957247,0.983,0.924,0
"Col1a1",0,-1.40205330354448,0.923,0.982,0
"Mt1",0,2.91716764833833,1,0.942,0
"mt-Nd4",0,1.81439444444158,0.989,0.932,0
"mt-Nd2",0,2.56901283469083,0.999,0.945,0
"mt-Nd1",0,1.93286297633742,0.996,0.943,0
"Nme2",0,-0.965955829706444,0.927,0.973,0
"Uqcrh",0,1.00536364586893,0.908,0.868,0
"mt-Cytb",0,1.61354211576685,0.995,0.957,0
"Sparc",0,-1.35588739403085,0.943,0.977,0
"mt-Co2",0,1.59795660111018,0.999,0.971,0
"mt-Co1",0,1.33642052092419,0.999,0.974,0
"mt-Atp6",0,1.73169239679331,1,0.978,0
"mt-Co3",0,1.12044123686376,0.999,0.981,0
"Ppia",0,-0.639324878231013,0.955,0.972,0
"Fth1",0,0.256457138015488,1,0.992,0
"Gm42418",0,1.44784675141288,1,0.997,0
"Gpc4",1.97626258336499e-323,-2.74809697277028,0.101,0.451,4.08177273968204e-319
"Serpina3m",3.65608577922522e-322,8.03226515428255,0.311,0.005,7.55127956841178e-318
"Acss3",4.24896455423472e-322,4.97816726178285,0.332,0.016,8.77581139031639e-318
"Arid5b",6.91691904177745e-322,-1.67075250501656,0.491,0.75,1.42862045888871e-317
"Smim41",1.21243709489442e-320,4.7383271009117,0.388,0.055,2.50416757579493e-316
"Pcolce",2.53060423799886e-320,-1.5124434544228,0.598,0.796,5.22670999316286e-316
"Capn2",5.36950543900267e-320,-1.67651691225331,0.381,0.705,1.10901765337161e-315
"B3gnt2",6.18471375464072e-320,-2.71983917282061,0.092,0.439,1.2773907788835e-315
"Wsb2",7.41014477602077e-318,-1.70823874789086,0.306,0.655,1.53049130203933e-313
"Tns3",1.59521346587863e-317,-2.06911553152039,0.108,0.476,3.29475389242573e-313
"Ssr4",3.06980969750675e-317,-0.830911167691949,0.827,0.906,6.34038494923044e-313
"Arap1",5.30325420028923e-317,-3.89424346267648,0.025,0.323,1.09533412252774e-312
"Htra1",3.19314439162252e-316,-2.13197474105723,0.167,0.541,6.59512042645716e-312
"Lrrk1",5.30491594068245e-316,-3.00366545958808,0.038,0.354,1.09567733838855e-311
"Med28",8.86030748519945e-316,-1.37863499838603,0.43,0.737,1.8300079079931e-311
"Lgi2",1.7012917710811e-315,-1.97910843016619,0.182,0.56,3.5138480239909e-311
"Atp6ap2",2.83721275142177e-315,-1.75286019828902,0.322,0.673,5.85997921678652e-311
"Runx1t1",4.43877090951116e-315,-2.43881741000929,0.053,0.383,9.16783743650436e-311
"Tceal9",7.65956122853107e-315,-1.09397437559514,0.698,0.87,1.58200577614081e-310
"Akt1",1.4372537698892e-314,-1.46164910674888,0.407,0.722,2.96850393632914e-310
"Dpysl3",1.76581769204588e-314,-2.8850964581693,0.094,0.442,3.64711986115155e-310
"Fasn",5.39176299753469e-314,2.73415246806495,0.638,0.368,1.11361472951081e-309
"Il3ra",7.03286088934359e-314,-2.03220457076774,0.142,0.516,1.45256708808503e-309
"Fis1",1.3388395245213e-313,-1.1422510176552,0.608,0.823,2.7652391539463e-309
"Pfdn1",2.3765264255713e-313,-1.34560204229956,0.542,0.795,4.90847767937497e-309
"Mrpl54",7.80896231150264e-313,-1.21520480196298,0.541,0.796,1.61286307581776e-308
"Rps11",3.79375196802844e-312,-0.565051445735114,0.949,0.97,7.83561531476594e-308
"Calm3",1.36803852219564e-311,-1.24225339859015,0.603,0.826,2.82554676374287e-307
"Gsn",1.78031622010793e-311,2.06027370965668,0.883,0.826,3.67706512101093e-307
"Rsu1",1.88866070028378e-311,-1.4102088040548,0.45,0.741,3.90083981036612e-307
"Msrb3",2.20583360500599e-311,-2.16816852030787,0.163,0.522,4.55592872777937e-307
"Myo10",4.30246366546921e-311,-2.4499933570668,0.147,0.504,8.88630845466011e-307
"Scd2",4.69950098174151e-311,1.59493954029307,0.813,0.65,9.70634932768891e-307
"Gsdmd",6.20637304177595e-311,-4.27368626833674,0.013,0.293,1.2818642880484e-306
"Plekho1",9.77731947239404e-311,-3.67733366804686,0.031,0.333,2.01940756382827e-306
"Slc1a5",8.94024680525719e-310,2.40750563469298,0.733,0.568,1.84651857515782e-305
"Scpep1",1.00976356882297e-309,-1.36170355845412,0.538,0.799,2.08556567504695e-305
"Rhou",1.70802454399461e-309,2.51253257917541,0.601,0.298,3.52775389316646e-305
"Ddx39",1.97186292734801e-309,-1.77229246205942,0.307,0.648,4.07268569014457e-305
"Hebp2",2.38206362684551e-309,-3.87794379796218,0.022,0.313,4.91991421488672e-305
"Scara5",8.17140246400301e-309,7.00121885142782,0.307,0.008,1.68772146491518e-304
"Nt5c",1.95211017803326e-308,-1.41615790378324,0.429,0.745,4.03188836170989e-304
"Oaf",4.94473119716283e-308,-2.10033334095475,0.208,0.57,1.02128478146201e-303
"Saa3",1.03991078859762e-307,1.58884769780671,0.684,0.311,2.14783174276953e-303
"Snx3",1.96714112933547e-307,-1.16187040599237,0.63,0.815,4.06293328852949e-303
"Fkbp5",3.20171933440256e-307,2.30687870242795,0.603,0.3,6.61283111327505e-303
"Mxra8",5.66508934860395e-307,-1.6812327330735,0.296,0.658,1.17006755406066e-302
"Taf1d",1.07520922363334e-306,1.592890791194,0.8,0.645,2.2207371304923e-302
"Tcea3",5.27075313283781e-306,-5.67807878042861,0.007,0.273,1.08862135205632e-301
"Sfxn3",2.5802744277397e-305,-2.5918113734591,0.061,0.389,5.32929880305358e-301
"Commd1",6.82054669361859e-304,-1.33137155168823,0.48,0.771,1.40871571409998e-299
"Acox1",9.83755802037136e-303,2.89901224468613,0.618,0.358,2.0318492335275e-298
"Sdc3",1.00802144112489e-302,-3.58388779617167,0.035,0.333,2.08196748449934e-298
"Leprotl1",1.36293092980566e-302,-1.34605198250708,0.483,0.753,2.81499754242061e-298
"Bnip3",5.18002693118202e-302,1.62362416357409,0.803,0.64,1.06988276236633e-297
"Acadm",8.10646702132004e-302,2.55302791215473,0.688,0.483,1.67430969858344e-297
"F2r",8.30999976361391e-302,-1.8723400639395,0.205,0.575,1.71634735117682e-297
