"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bri3bp",6.44665122972057e-27,-0.304442567076272,0.462,0.587,1.33149134498649e-22
"Gm20342",6.44928121830281e-27,2.08785618307141,0.119,0.057,1.33203454282826e-22
"Rps7",6.45323289009198e-27,-0.182099965823511,0.975,0.983,1.3328507211196e-22
"Zcchc10",6.85206238453097e-27,-0.339558047864202,0.243,0.361,1.41522496490103e-22
"Slc39a8",7.04880886030578e-27,-0.703987764907924,0.041,0.099,1.45586098200756e-22
"Ttc33",7.05230965236965e-27,-0.15846505724298,0.204,0.315,1.45658403560043e-22
"Sec23b",7.10225668103766e-27,-0.264410655949852,0.243,0.365,1.46690009490152e-22
"B230208H11Rik",7.21100205313418e-27,2.73101681544603,0.047,0.009,1.48936036405433e-22
"Sema4f",7.47115302774304e-27,-6.80313913818942,0,0.024,1.54309194635005e-22
"Nfil3",7.49638089776384e-27,0.767669744573411,0.442,0.385,1.54830251062414e-22
"Ndufb2",7.54621841842212e-27,-0.156271493883459,0.584,0.746,1.5585959521409e-22
"Lrrc49",7.57680001714429e-27,-0.78328499747095,0.038,0.095,1.56491227554098e-22
"M6pr",7.60955840851783e-27,-0.342852086733893,0.511,0.629,1.57167819369527e-22
"Rhot2",7.79796612408082e-27,1.05287124698732,0.207,0.129,1.61059192326765e-22
"Dnm3os",7.83453143695839e-27,1.22659295153849,0.43,0.394,1.61814412298939e-22
"Slpi",8.10971827231111e-27,-2.41920277761985,0.012,0.051,1.67498121196314e-22
"Adamts14",8.23493895679972e-27,-2.64860118956419,0.003,0.031,1.70084429213741e-22
"Hoxb6",8.91796202574401e-27,-0.373381632057812,0.035,0.09,1.84191587679717e-22
"Dcaf12",9.02692838738364e-27,-0.412326444108735,0.298,0.427,1.86442178913022e-22
"Slc30a7",9.12271129072377e-27,-0.295535474432869,0.216,0.337,1.88420478998609e-22
"Anapc4",9.49723388638412e-27,-0.16666964457931,0.341,0.471,1.96155868689378e-22
"Slc41a1",9.56283168689748e-27,-0.353610732298551,0.217,0.336,1.97510725661181e-22
"1600012H06Rik",1.00305227492244e-26,-0.369943883024002,0.277,0.4,2.07170416862482e-22
"Rcbtb1",1.01521717204013e-26,-0.189909839143406,0.16,0.264,2.09682954713168e-22
"B230303O12Rik",1.07998594330076e-26,3.47498972305837,0.044,0.007,2.23060296729339e-22
"Rpusd3",1.14565159152504e-26,1.48902135406926,0.169,0.098,2.36622879713583e-22
"Usp1",1.17812922676321e-26,-0.483756861682085,0.436,0.538,2.43330810495673e-22
"Eif4e",1.18025522685328e-26,-0.24353484952768,0.569,0.691,2.43769914554277e-22
"Rpap3",1.18375243007169e-26,-0.237574856503583,0.199,0.31,2.44492226907007e-22
"Thoc5",1.19108461065623e-26,-0.535477064007994,0.161,0.261,2.46006615484937e-22
"Rae1",1.19593599197877e-26,-0.30458869291325,0.353,0.489,2.47008619783296e-22
"Tns2",1.19746488763948e-26,-0.435380019666144,0.211,0.323,2.47324397893059e-22
"Fah",1.20075252976442e-26,1.25744026515565,0.24,0.163,2.48003427497543e-22
"Nol10",1.2505574205595e-26,-0.469846832358207,0.133,0.225,2.5829012964236e-22
"Tmem248",1.27326382085651e-26,-0.255485536641257,0.398,0.53,2.62979909559704e-22
"Chst1",1.2754326992359e-26,-1.19786050211421,0.041,0.098,2.63427869700183e-22
"Klhl9",1.29003085321432e-26,0.564500322186886,0.547,0.507,2.66442972422885e-22
"Atp6v0d2",1.32711404460364e-26,-5.13530727410493,0.001,0.026,2.74102134772435e-22
"N4bp2l1",1.34697136291936e-26,1.44782667601145,0.138,0.069,2.78203465297366e-22
"Lrpprc",1.36278621741207e-26,0.807070063128675,0.424,0.376,2.81469865344288e-22
"Chn1",1.36322282473291e-26,-1.78946703393895,0.011,0.049,2.81560042220335e-22
"D5Ertd579e",1.36398033253237e-26,1.08892741877095,0.416,0.373,2.81716497881236e-22
"G6pdx",1.37030496356881e-26,0.98439310834994,0.44,0.408,2.83022787175502e-22
"Dusp16",1.38155894291311e-26,-0.335664675155508,0.113,0.198,2.85347184069273e-22
"March8",1.38784212088932e-26,-0.340510520829188,0.229,0.345,2.86644911648481e-22
"Pwp1",1.42916120519235e-26,-0.501638369010405,0.263,0.386,2.95178955320427e-22
"Gpn2",1.43617318445436e-26,-0.493163187046266,0.116,0.202,2.96627209517203e-22
"C230038L03Rik",1.47933885476828e-26,1.58669570979911,0.077,0.026,3.0554264706384e-22
"Cln3",1.49356205301644e-26,-0.931558234871158,0.06,0.125,3.08480306430016e-22
"Mrps18a",1.58819830781947e-26,-0.240673560355429,0.537,0.681,3.28026478497034e-22
"Kcnma1",1.62703356465829e-26,-3.14468099655346,0.002,0.029,3.36047512444524e-22
"Hmgb3",1.6355083263869e-26,0.852692815540213,0.355,0.279,3.3779788973195e-22
"Adrb2",1.6588177937211e-26,1.43185037053466,0.097,0.039,3.42612227115156e-22
"Ppm1g",1.73503295798992e-26,-0.26492783558732,0.485,0.61,3.58353707143238e-22
"Sh3tc2",1.77009381728723e-26,-5.7271266029042,0,0.023,3.65595177022505e-22
"Arap2",1.80736908299581e-26,-1.00026344524649,0.089,0.163,3.73294010401954e-22
"Tgm1",1.86366090184277e-26,-2.46165777478082,0.004,0.034,3.84920522666605e-22
"Rrm2",1.89933263747933e-26,-0.358574536923903,0.282,0.403,3.9228816294498e-22
"Pde1a",1.90574667746488e-26,-0.300674591767702,0.14,0.237,3.93612918763596e-22
"Tbkbp1",1.91218662008378e-26,-0.755304684595192,0.055,0.118,3.94943024512103e-22
"Cnksr3",1.98977701556883e-26,-0.866810472053341,0.052,0.114,4.10968544795587e-22
"Ccnb1",2.01141874842179e-26,-0.735082205767817,0.189,0.286,4.15438428299037e-22
"Mtfr1",2.02097799864033e-26,-0.366743571070093,0.238,0.355,4.17412795839174e-22
"C130013H08Rik",2.03776309668384e-26,2.22884923882293,0.069,0.022,4.20879589989081e-22
"Cdc42se1",2.13174044706354e-26,-0.347017220571084,0.393,0.534,4.40289671936503e-22
"Pias2",2.13367898702473e-26,-0.392403331410004,0.208,0.318,4.40690057980087e-22
"Srrd",2.1606093079115e-26,-0.408253008762155,0.138,0.232,4.46252246456041e-22
"Acad9",2.21792198023758e-26,1.03784966466614,0.269,0.193,4.5808960579827e-22
"Guf1",2.31086197290711e-26,1.32804414920241,0.298,0.222,4.77285431884234e-22
"Rnase6",2.38058636652896e-26,-4.5872162655185,0.001,0.026,4.9168630814289e-22
"Serpinb8",2.43120260161516e-26,-1.37823469293141,0.02,0.065,5.02140585337594e-22
"Ptges3",2.46236580253126e-26,-0.255318770921205,0.76,0.827,5.08577032854807e-22
"Sf3b2",2.49150895383123e-26,-0.235568342885629,0.742,0.799,5.14596259324303e-22
"Slc25a45",2.49969528205547e-26,-0.822954168548135,0.044,0.102,5.16287063555737e-22
"Tlcd2",2.5543308291509e-26,0.132238778416927,0.293,0.431,5.27571489452827e-22
"Tmem101",2.55487000559045e-26,-0.40971748583592,0.169,0.273,5.27682850954652e-22
"Osgin1",2.56591709407042e-26,-1.60625677438912,0.015,0.055,5.29964516609305e-22
"Frzb",2.73611654661589e-26,-4.02585921748907,0.001,0.025,5.65117511538047e-22
"Tmem33",2.80748460896731e-26,-0.23821843405683,0.5,0.647,5.79857871136109e-22
"Cep126",2.81039393563538e-26,2.00164619160681,0.077,0.027,5.80458763466131e-22
"Dnajc10",2.81838048382144e-26,-0.268930014027247,0.474,0.615,5.82108305128481e-22
"Oasl1",2.87846919444758e-26,-1.48586391775176,0.003,0.031,5.94519027421204e-22
"Huwe1",2.88746545930522e-26,0.419616113426459,0.697,0.698,5.963771159649e-22
"Nr3c1",2.97850324538758e-26,-0.312075844061345,0.521,0.642,6.1518006030235e-22
"Gpc3",3.02136636836821e-26,1.86299097778239,0.108,0.049,6.24033009722771e-22
"Clu",3.04965570408154e-26,-1.45341466292641,0.042,0.098,6.29875889121002e-22
"Hnrnph1",3.12820645565239e-26,0.585662204276521,0.699,0.687,6.46099761350445e-22
"Gdf6",3.13104385708768e-26,-4.31218705657651,0.001,0.026,6.4668579824289e-22
"Ncoa6",3.23597227906267e-26,-0.448000150228953,0.19,0.3,6.68357714517604e-22
"6720427I07Rik",3.2891553774637e-26,1.58120568806344,0.189,0.117,6.79342151661352e-22
"Pdhx",3.32386331021496e-26,1.30978826052919,0.286,0.217,6.86510728091798e-22
"Twnk",3.34135362223914e-26,1.34819690433361,0.182,0.109,6.90123177137272e-22
"Rpf1",3.44461253098501e-26,-0.282256122875069,0.278,0.403,7.11450272149643e-22
"Cox18",3.45924517038247e-26,-0.389019694799292,0.301,0.423,7.14472497490796e-22
"Plekhb1",3.499842638715e-26,-4.01828529813478,0.001,0.025,7.22857498600197e-22
"Yipf4",3.57650799220032e-26,-0.289839680322308,0.51,0.636,7.38691960709055e-22
"Bola1",3.65242117608305e-26,0.616007742540606,0.548,0.529,7.54371069708194e-22
"Grsf1",3.72163472691554e-26,0.732021514003868,0.472,0.438,7.68666436497135e-22
"Dbnl",3.88481049719892e-26,-0.34165812899938,0.411,0.552,8.02368760091465e-22
"Nop16",3.97635247116891e-26,-0.380568183118962,0.354,0.484,8.21275839395226e-22
"Gde1",4.03936397407982e-26,-0.187630658499892,0.451,0.602,8.34290235206445e-22
"Nudt14",4.18177400756e-26,-0.644896990022012,0.1,0.179,8.63703603521442e-22
"F11r",4.20005608766708e-26,-0.909799151858405,0.138,0.224,8.67479584346759e-22
"Dlg1",4.24081873479065e-26,-0.224034196725872,0.282,0.411,8.7589870148366e-22
"Gm21917",4.53405957126646e-26,-1.68108933705143,0.009,0.045,9.36464663849374e-22
"Pak4",4.61457687285711e-26,-0.741974661732927,0.081,0.155,9.53094707319907e-22
"Srd5a3",4.92720842316881e-26,-0.253633171880054,0.216,0.329,1.01766562772129e-21
"Tmx3",5.0871596286344e-26,-0.153629081702158,0.457,0.6,1.05070194969815e-21
"Limk2",5.2024067777113e-26,-0.431290553947444,0.133,0.226,1.07450509586849e-21
"Psmc3ip",5.24732945760758e-26,-0.268837536996001,0.165,0.267,1.08378342617427e-21
"Serpina3c",5.33767369503537e-26,2.63241172162121,0.055,0.014,1.10244312497261e-21
"Lrp4",5.34382451269223e-26,-2.44894244302792,0.003,0.032,1.10371351485145e-21
"2900009J06Rik",5.37007126672324e-26,1.54348474691803,0.057,0.015,1.10913451942902e-21
"Foxd2os",5.39847947289789e-26,-1.17027644421277,0.028,0.077,1.11500195033233e-21
"Mex3c",5.7741956266088e-26,-0.440469230762289,0.235,0.35,1.19260236471978e-21
"Igsf10",5.80105430799056e-26,-0.354830000603226,0.084,0.162,1.19814975677237e-21
"Rgs14",5.97507385496715e-26,-6.221379111699,0,0.023,1.23409175400491e-21
"Pcnt",6.40202541797223e-26,1.02260050322522,0.383,0.325,1.32227432982798e-21
"Asxl2",6.54267839955282e-26,-0.155584188878105,0.328,0.46,1.35132479664364e-21
"Zfp286",6.71686637721556e-26,-0.874815842133921,0.024,0.071,1.3873015815501e-21
"Rnf111",6.72334585842221e-26,-0.154337863251765,0.297,0.42,1.38863985359852e-21
"Atp1a3",7.02189313637118e-26,-2.04112695759598,0.007,0.041,1.4503018083861e-21
"C430049B03Rik",7.23180703085319e-26,-1.78665759891462,0.01,0.045,1.49365742415242e-21
"Otulinl",7.32790197403866e-26,-1.13114872341375,0.078,0.147,1.51350487371795e-21
"Amacr",7.41334680649881e-26,1.27534988054124,0.226,0.153,1.53115264941426e-21
"Msantd2",7.46967617994389e-26,-0.351981660324637,0.113,0.201,1.54278691820561e-21
"Kptn",7.52405196087927e-26,-0.791281238198966,0.082,0.156,1.554017692e-21
"Psen2",7.66859371332498e-26,-0.452284419229269,0.25,0.362,1.58387134555014e-21
"Pdp2",7.74041994444512e-26,1.46633407437423,0.167,0.096,1.59870633532569e-21
"Rnaset2a",8.07273288557983e-26,-0.350073182954932,0.081,0.154,1.66734225018766e-21
"Senp5",8.22478983233184e-26,-0.354554358960004,0.36,0.485,1.69874809196982e-21
"Asl",8.26641556929728e-26,-0.395168785605957,0.22,0.33,1.70734547168266e-21
"Mex3b",8.40328937456848e-26,-0.260701697763675,0.104,0.188,1.73561538742337e-21
"Fbxl22",8.4151192130147e-26,-2.06955089521142,0.02,0.064,1.73805872225606e-21
"Ilkap",8.45801561719047e-26,-0.269963179499686,0.416,0.544,1.74691854557452e-21
"Psen1",8.50032524617677e-26,-0.277749434427537,0.224,0.338,1.75565717634535e-21
"Ddo",8.84346475782308e-26,4.61154951681083,0.03,0.001,1.82652921108078e-21
"Serpinb1b",8.93814084643138e-26,-2.06343737852088,0.005,0.036,1.84608361042194e-21
"Fbxo3",8.98179502242556e-26,-0.403369053080574,0.256,0.375,1.85509994393177e-21
"Tnmd",9.1604991142511e-26,-4.86296966584733,0.001,0.024,1.89200948705742e-21
"Camkmt",9.30022724171147e-26,-0.993235918576204,0.034,0.087,1.92086893450309e-21
"Lias",9.52156454270444e-26,0.889021030204427,0.429,0.394,1.96658394065017e-21
"Nmnat3",9.83223786143003e-26,2.01076760682672,0.097,0.041,2.03075040789976e-21
"Maml1",9.83613636564843e-26,-0.418991259949038,0.155,0.254,2.03155560496103e-21
"Foxf1",1.00610108233871e-25,-2.03194463120077,0.003,0.031,2.07800117546237e-21
"Dip2b",1.01265085449629e-25,-0.436362634217734,0.2,0.304,2.09152907487664e-21
"Enpp3",1.04339945589306e-25,-1.18961574446052,0.015,0.056,2.15503723620153e-21
"Rangrf",1.05938224689026e-25,-0.408586919380507,0.241,0.358,2.18804809272714e-21
"Mtor",1.08583394968511e-25,0.89271061997548,0.312,0.241,2.24268143967963e-21
"Tppp3",1.10839956906938e-25,-2.62904294855951,0.018,0.059,2.28928846995591e-21
"Gm34455",1.11013170168687e-25,-0.61680871606657,0.04,0.097,2.29286601666406e-21
"Elof1",1.13257132954797e-25,-0.31547558328654,0.59,0.703,2.33921282404837e-21
"Naa38",1.14195368467338e-25,-0.235433554173545,0.502,0.643,2.3585911403244e-21
"Psrc1",1.15348023358067e-25,-0.804745437711449,0.059,0.124,2.38239807443752e-21
"Ces1f",1.16447255882319e-25,5.67244404267814,0.027,0,2.40510162299342e-21
"Angptl6",1.2198111720832e-25,-0.730015259403977,0.164,0.258,2.51939799482064e-21
"Ogg1",1.23128644869414e-25,-0.773605844278847,0.08,0.153,2.54309903113287e-21
"Impa2",1.27409159214258e-25,-0.508251971168752,0.095,0.172,2.63150877441128e-21
"Micos13",1.35474688082728e-25,0.400534472322375,0.774,0.816,2.79809420766066e-21
"Pip5k1a",1.39043573070808e-25,-0.233358627049445,0.359,0.494,2.87180595820448e-21
"Tcf24",1.3954705836797e-25,-3.45177821277154,0.003,0.03,2.88220494353205e-21
"Tspan15",1.40898472733963e-25,-3.10183400723456,0.018,0.059,2.91011705584728e-21
"Zfp422",1.41690098913813e-25,-0.365917563320722,0.164,0.265,2.92646730296589e-21
"Mterf2",1.47387739261515e-25,-0.976161761551818,0.034,0.087,3.04414636670734e-21
"Mocos",1.48290939221955e-25,-1.75535101367662,0.013,0.05,3.06280105869025e-21
"Dok4",1.54226200047408e-25,-1.79826812349352,0.024,0.071,3.18538793577916e-21
"Rbm15",1.55449647408469e-25,0.88772180233954,0.337,0.267,3.21065701757452e-21
"Sec62",1.55860994865502e-25,-0.219300036159318,0.785,0.833,3.21915298795207e-21
"Tceal5",1.70113385355728e-25,-3.18234826337171,0.003,0.031,3.51352186113721e-21
"Mthfs",1.73378615250293e-25,-0.584595721358085,0.049,0.109,3.58096191937955e-21
"Jtb",1.82054438113149e-25,-0.280913086901268,0.587,0.709,3.76015236478897e-21
"Ankfy1",1.85023394545899e-25,-0.284571730212759,0.281,0.402,3.821473190951e-21
"Ttc12",1.87426321863141e-25,-0.898545913172536,0.03,0.08,3.87110325176132e-21
"Plp1",1.8942052600925e-25,-3.79994193534566,0.02,0.063,3.91229154419506e-21
"Ppp3r1",1.92097120897818e-25,-0.382347900122994,0.418,0.553,3.96757393502353e-21
"Tmem168",1.93021871398986e-25,-0.177085629272896,0.23,0.346,3.98667373187465e-21
"Pcyt2",1.96540618214656e-25,0.944851290408323,0.332,0.261,4.0593499286055e-21
"Rnasel",1.98338563604389e-25,-0.199586044186455,0.092,0.17,4.09648469268505e-21
"Atp1b3",1.98584619064703e-25,-0.312522248835809,0.599,0.708,4.10156672216238e-21
"Gm15261",1.99170371949356e-25,-1.20293362346549,0.009,0.044,4.11366486224201e-21
"Tet2",2.00388920073641e-25,1.51330579546251,0.248,0.172,4.13883275520099e-21
"Nup54",2.01026008525401e-25,-0.279697116527946,0.272,0.391,4.15199118008363e-21
"Lyzl4",2.01629643615066e-25,-6.27323611076984,0,0.022,4.16445865922558e-21
"Zfp982",2.063996767438e-25,-1.2091454275482,0.016,0.057,4.26297892346644e-21
"Gimap9",2.11530169017362e-25,-1.57333463968232,0.013,0.05,4.36894411088459e-21
"Dnajb6",2.24847637554503e-25,-0.231363859672479,0.704,0.784,4.64400310605071e-21
"Tsc2",2.25531817174538e-25,-0.558459741570086,0.168,0.265,4.65813415192291e-21
"Gm14305",2.35269026426625e-25,-0.607638807699296,0.073,0.143,4.85924647181551e-21
"Rbbp6",2.41594479944572e-25,0.514203817821764,0.675,0.666,4.98989238877519e-21
"Msto1",2.49213758549276e-25,-0.212193806122295,0.129,0.221,5.14726096907675e-21
"Tspan5",2.56140152524593e-25,-0.157593628823113,0.229,0.348,5.29031871024294e-21
"Ret",2.59224516915782e-25,-1.44919107233275,0.017,0.059,5.35402317237856e-21
"Efr3a",2.60064410041882e-25,0.641944841480716,0.594,0.6,5.37137032500504e-21
"Arl10",2.62863045166192e-25,-1.19646507011356,0.032,0.083,5.42917333486253e-21
"Zfp449",2.74280389701956e-25,-0.609671829367308,0.063,0.129,5.6649871689042e-21
"Lmbr1",2.75358150462019e-25,1.07729037628573,0.267,0.194,5.68724723964253e-21
"Tdp2",2.78926543620543e-25,0.930668289838325,0.347,0.279,5.76094883193869e-21
"Wnt9a",2.80286870453807e-25,-3.48266594265455,0.003,0.03,5.78904502235294e-21
"Spint2",2.88687749501675e-25,-3.2673315848619,0.006,0.036,5.96255677820759e-21
"Mpnd",2.90590634665127e-25,-0.36960180076815,0.331,0.464,6.00185896837353e-21
"Ppp1r7",2.90995006335648e-25,-0.312207287330649,0.468,0.595,6.01021086085648e-21
"Otud6b",2.92498268828441e-25,0.662469351750545,0.444,0.396,6.04125924438263e-21
"Cfl2",2.93488892945053e-25,-0.357403387856575,0.602,0.686,6.06171959488711e-21
"Rab33a",2.99821137954058e-25,-2.6407691857676,0.004,0.033,6.19250578330311e-21
"Thap1",3.08301328889907e-25,-0.401690686917941,0.138,0.229,6.36765564689213e-21
"Neurl1b",3.11294428427996e-25,-1.71366535289628,0.008,0.041,6.42947512475182e-21
"Lurap1",3.12977739533727e-25,-2.13303241037227,0.009,0.042,6.46424223232959e-21
"Wdr75",3.13651957482817e-25,-0.234312885902864,0.394,0.522,6.47816752985011e-21
"Vamp3",3.23426849991345e-25,-0.321092935862609,0.447,0.577,6.68005815972124e-21
"Cenpa",3.29730679040741e-25,-0.904216186230362,0.227,0.317,6.81025744490747e-21
"Slc50a1",3.34695612507441e-25,-0.288353397316678,0.545,0.662,6.91280318072869e-21
"Bambi",3.36992034168315e-25,1.26412645839059,0.313,0.247,6.96023347371238e-21
"Eif3j1",3.43748149702407e-25,-0.308638910060914,0.646,0.74,7.09977428395352e-21
"Nop9",3.50369317835941e-25,-0.274891674257837,0.24,0.357,7.23652789058352e-21
"Wtap",3.86822735931119e-25,-0.382201844138044,0.369,0.498,7.98943678792132e-21
"Saraf",4.03207447474531e-25,-0.243960077392059,0.585,0.707,8.32784662013896e-21
"2510039O18Rik",4.072696158771e-25,-0.24966642616844,0.281,0.403,8.41174664632562e-21
"Vwf",4.18781961542201e-25,-3.07491791024352,0.001,0.024,8.64952263369263e-21
"Pdia4",4.2949079754036e-25,-0.260373089336596,0.619,0.729,8.87070293239859e-21
"Bves",4.55441043743351e-25,3.98622409430923,0.039,0.006,9.40667931747518e-21
"Aff3",4.57980272075261e-25,-2.1859099851159,0.009,0.043,9.45912453944243e-21
"Stx17",4.77659485568979e-25,0.966870983706699,0.354,0.285,9.8655790149417e-21
"Erg",4.92474724765833e-25,-3.72189403854817,0.002,0.026,1.01715729653135e-20
"Ctnnd2",4.9918791629586e-25,-4.58496812859212,0.001,0.025,1.03102272231747e-20
"Sub1",5.02700631455988e-25,0.211567016873466,0.813,0.839,1.0382778842092e-20
"Pdzd11",5.10962394809501e-25,-0.301277584634007,0.459,0.59,1.05534173023954e-20
"Gabra3",5.22460533538636e-25,-1.11916567973117,0.027,0.075,1.0790899859707e-20
"Boc",5.25116215070396e-25,-0.575602812292398,0.077,0.15,1.0845750306064e-20
"Gps2",5.37529733121614e-25,-0.190508848876775,0.248,0.364,1.11021391078938e-20
"Eif4b",5.6261256229095e-25,0.382358115790894,0.743,0.742,1.16201998615573e-20
"Xrn2",5.77516767180493e-25,-0.240764833015383,0.599,0.712,1.19280313093459e-20
"Ndufb11",5.84489046991703e-25,0.431740474704876,0.787,0.826,1.20720367765666e-20
"Kctd12",6.01249450933512e-25,-1.34838020162894,0.122,0.197,1.24182061595808e-20
"Tmub1",6.48052689601944e-25,-0.885335922735516,0.067,0.133,1.33848802510385e-20
"Gm26881",6.49020759078002e-25,1.40433355990509,0.114,0.054,1.34048747579971e-20
"Taf11",6.60610320608105e-25,-0.31045986497352,0.427,0.553,1.36442455618398e-20
"Abcb6",6.68352243368982e-25,1.09101107608482,0.207,0.133,1.3804147234543e-20
"Prkca",6.73039174533199e-25,-0.168741002175849,0.148,0.248,1.39009511108087e-20
"Gm12688",6.80195772754261e-25,-6.73365525994765,0,0.022,1.40487634904665e-20
"F630028O10Rik",6.80195772754261e-25,-6.15219551990902,0,0.022,1.40487634904665e-20
"Tafa5",7.0180519662678e-25,-1.39714640007859,0.043,0.098,1.44950845311295e-20
"Pdk1",7.09321759714601e-25,0.783341564227536,0.399,0.339,1.46503316251454e-20
"Irx3",7.2398089027748e-25,-0.862987374424069,0.066,0.131,1.49531013077911e-20
"Vma21",7.38703259886387e-25,-0.324127607143989,0.506,0.64,1.52571771296934e-20
"Adgrl1",7.50736395689266e-25,-0.16505763124963,0.22,0.338,1.55057095165661e-20
"Kctd8",7.71659118836345e-25,5.02343017314669,0.028,0.001,1.59378474404459e-20
"Apex1",7.99357853793924e-25,-0.323432733635422,0.508,0.628,1.65099371122597e-20
"Stard13",8.07766192062943e-25,-0.539083159473291,0.083,0.154,1.6683602930868e-20
"Sephs2",8.56496218059865e-25,0.954768783174369,0.379,0.323,1.76900728878085e-20
"Mapk1ip1",8.74039715970669e-25,1.21435265554477,0.157,0.089,1.80524162936582e-20
"Gnptg",8.85304675609692e-25,-0.217005635686781,0.238,0.351,1.82850827700426e-20
"Zfp444",8.940042602588e-25,-0.408966929857222,0.112,0.194,1.84647639913852e-20
"Tigd2",8.94616342608128e-25,0.91649358078391,0.465,0.426,1.84774059402283e-20
"Cacnb1",9.0181243941117e-25,-1.98733979962394,0.006,0.037,1.86260341235983e-20
"Ctr9",9.09728448938045e-25,0.609533890475904,0.499,0.465,1.87895313843664e-20
"Sox9",9.23517315134889e-25,-0.41048190459104,0.154,0.251,1.9074326626796e-20
"Efna2",9.25465860971305e-25,-1.01778339066961,0.034,0.086,1.91145718925013e-20
"Pip4k2b",9.39425886138008e-25,-0.403581918402047,0.157,0.253,1.94029022522944e-20
"Phf1",9.92559248747908e-25,-0.59316552332514,0.045,0.102,2.05003187236393e-20
"Hist1h3d",1.01206001610071e-24,1.51300611375467,0.091,0.037,2.0903087572544e-20
"Dlst",1.02351235492313e-24,0.801359184746201,0.504,0.5,2.11396241785822e-20
"D930016D06Rik",1.03590405049594e-24,1.31278419077095,0.137,0.073,2.13955622589432e-20
"Ctdp1",1.05174941031083e-24,-0.302154415070881,0.12,0.205,2.17228323205598e-20
"Sf3a2",1.09956555166093e-24,-0.421384572717194,0.228,0.341,2.27104269040049e-20
"5031439G07Rik",1.10588685463199e-24,-0.516025312372953,0.282,0.396,2.28409870955692e-20
"Paf1",1.10919352258696e-24,0.686062844362988,0.469,0.422,2.2909283015511e-20
"Spred2",1.1594130828007e-24,-0.302208479495815,0.206,0.313,2.39465178121658e-20
"Mthfd2l",1.18625945204963e-24,-0.225844357706704,0.188,0.295,2.4501002722633e-20
"Nrg4",1.2005749007229e-24,4.30827948532198,0.03,0.002,2.47966739995307e-20
"Zmym6",1.22069103725932e-24,1.80058225220235,0.119,0.059,2.5212152683554e-20
"Crmp1",1.24918224690958e-24,-6.65218781502323,0,0.021,2.58006101276704e-20
"Trem1",1.24918224690958e-24,-6.59099551660915,0,0.021,2.58006101276704e-20
"Vpreb3",1.24969831296091e-24,3.32257990558349,0.038,0.005,2.58112689558947e-20
"Fam210b",1.25939153993312e-24,-0.649446658807675,0.14,0.228,2.60114728657787e-20
"Ccdc141",1.30455552760143e-24,-1.33931765616443,0.015,0.054,2.69442898670798e-20
"She",1.30791831408046e-24,-5.12403708104065,0.001,0.024,2.70137448590178e-20
"Opa1",1.31152021957261e-24,0.906588537423733,0.44,0.408,2.70881386150526e-20
"Shb",1.32070491949e-24,-0.560258687381704,0.076,0.144,2.72778394071466e-20
"Mcrip1",1.32825421753673e-24,-0.326821957912658,0.588,0.702,2.74337626090035e-20
"Slc25a28",1.33450621793704e-24,0.97135436161245,0.342,0.277,2.75628914252717e-20
"2410131K14Rik",1.34171013382522e-24,-0.625258982398095,0.117,0.2,2.77116811040262e-20
"Josd2",1.39731458797332e-24,-0.278768443273168,0.448,0.585,2.8860135500001e-20
"Rab12",1.39748237750811e-24,-0.268878397349906,0.491,0.612,2.88636010250526e-20
"Arhgap15",1.41600897149926e-24,-3.33416965058437,0.001,0.025,2.92462492973457e-20
"Pakap.1",1.45896581509732e-24,-0.204343704635336,0.519,0.626,3.01334799450201e-20
"Cops8",1.5015124471946e-24,-0.275017646124867,0.436,0.562,3.10122380843572e-20
"Qpctl",1.52029742457288e-24,-0.3874080162703,0.127,0.215,3.14002230071283e-20
"Cyp4f13",1.53486654790723e-24,1.78019185264102,0.127,0.065,3.17011336804759e-20
"Smarcd2",1.60566521876079e-24,-0.309617224008954,0.265,0.387,3.31634094282853e-20
"Ubn2",1.62714843222834e-24,0.814174594492404,0.512,0.479,3.36071237192442e-20
"Cish",1.6803914418295e-24,-0.542911964738512,0.051,0.11,3.47068048395465e-20
"1810030O07Rik",1.68729177944651e-24,-0.366391435667463,0.244,0.355,3.48493244126882e-20
"Trappc2",1.7367000675443e-24,-0.544531690018502,0.165,0.259,3.58698031950599e-20
"Gm8251",1.75966615896038e-24,3.27992673887388,0.055,0.015,3.63441448471677e-20
"Amot",1.8034499440941e-24,-0.646387243030185,0.066,0.133,3.72484551453196e-20
"Reep1",1.82673659356054e-24,1.45272132102332,0.062,0.019,3.77294176033995e-20
"Dact1",1.94177534682981e-24,-0.255774443303817,0.191,0.298,4.0105428013423e-20
"Sec23a",1.99165032227735e-24,-0.357937938164683,0.397,0.524,4.11355457563164e-20
"Slc6a7",2.02572107962398e-24,-2.9637929312414,0.002,0.026,4.18392431785537e-20
"Wdr73",2.0463338567467e-24,1.1465320960011,0.211,0.138,4.22649794772462e-20
"Prc1",2.11453933851265e-24,-0.810493476719786,0.293,0.39,4.36736954976402e-20
"Dpep2",2.15215406349216e-24,-1.89284263495375,0.01,0.044,4.44505900273671e-20
"Gm16867",2.17632033556609e-24,-0.925789936265163,0.046,0.103,4.4949720210782e-20
"Ybx2",2.21686171774326e-24,5.55817849505701,0.025,0,4.57870619182693e-20
"Mpzl1",2.25387085799927e-24,-0.276285711101416,0.151,0.25,4.6551448701117e-20
