"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfp830",1.0178908272411e-13,0.130497697357094,0.388,0.285,2.10235171458376e-09,"0","Zfp830"
"Apeh",1.04676124489601e-13,0.183968138904442,0.374,0.269,2.16198067520822e-09,"0","Apeh"
"Fbxo30",1.0627127829976e-13,0.181213457979592,0.329,0.232,2.19492698200324e-09,"0","Fbxo30"
"Tfpt",1.12244074314002e-13,0.440457582488335,0.256,0.173,2.31828911088139e-09,"0","Tfpt"
"Pigs",1.13395128349536e-13,0.10706003931302,0.422,0.311,2.34206298093132e-09,"0","Pigs"
"Chmp7",1.14189234167027e-13,0.103564920366388,0.378,0.273,2.35846444248577e-09,"0","Chmp7"
"Efl1",1.1722734136182e-13,0.323377698556696,0.285,0.194,2.42121350848704e-09,"0","Efl1"
"Tmod2",1.30294531814584e-13,0.90118518913526,0.101,0.049,2.69110326009841e-09,"0","Tmod2"
"Tent4a",1.35408543920998e-13,0.190124888940452,0.292,0.2,2.7967280661443e-09,"0","Tent4a"
"Cradd",1.35899366838055e-13,0.602336725260973,0.154,0.088,2.80686552267318e-09,"0","Cradd"
"2510002D24Rik",1.36311987160324e-13,0.347703931712338,0.294,0.202,2.81538778280933e-09,"0","2510002D24Rik"
"Snx15",1.38574816902563e-13,0.201727117461162,0.363,0.265,2.86212426830554e-09,"0","Snx15"
"Gm13212",1.42726181287068e-13,0.731621266970053,0.12,0.062,2.9478665483031e-09,"0","Gm13212"
"Cnp",1.58596262071044e-13,0.117633167578162,0.198,0.119,3.27564719681534e-09,"0","Cnp"
"Orai2",1.71367482721253e-13,0.623347832003646,0.104,0.051,3.53942398812475e-09,"0","Orai2"
"Utp23",1.83833793670446e-13,0.171873208071595,0.35,0.253,3.7969031744694e-09,"0","Utp23"
"Fgl2",1.95469814429835e-13,1.03865910020191,0.207,0.131,4.03723354723381e-09,"0","Fgl2"
"Clcn7",1.96258941337632e-13,0.149132616136713,0.274,0.184,4.05353217438746e-09,"0","Clcn7"
"Anks3",2.09125084622817e-13,0.218401649551395,0.215,0.135,4.31926949779966e-09,"0","Anks3"
"Btbd9",2.17955651009868e-13,0.411116872263112,0.225,0.145,4.50165601595782e-09,"0","Btbd9"
"Usp6nl",2.40602246463349e-13,0.508526234356683,0.182,0.112,4.969398798454e-09,"0","Usp6nl"
"Itprip",2.43922857737183e-13,0.329221906514794,0.162,0.094,5.03798270370377e-09,"0","Itprip"
"Txndc16",2.79589135439467e-13,0.217362359029766,0.212,0.134,5.77463400336676e-09,"0","Txndc16"
"Otud7b",2.91777739866537e-13,0.117005817742324,0.394,0.29,6.02637743920345e-09,"0","Otud7b"
"Pip4p2",2.93563111578028e-13,0.123526436562612,0.423,0.316,6.06325250653259e-09,"0","Pip4p2"
"Mxi1",2.94450829175913e-13,0.228978599949934,0.378,0.277,6.0815874257993e-09,"0","Mxi1"
"Apaf1",3.07174964996478e-13,0.206956142659612,0.295,0.203,6.34439172703725e-09,"0","Apaf1"
"Axin1",3.13517673522515e-13,0.101658728215731,0.347,0.248,6.47539402893402e-09,"0","Axin1"
"Rasal2",3.7038580421883e-13,0.424388420067539,0.226,0.147,7.64994840033571e-09,"0","Rasal2"
"Trip4",3.7432934524148e-13,0.101155000589264,0.361,0.262,7.73139829661753e-09,"0","Trip4"
"Pomk",3.9535640874369e-13,0.552058184050872,0.169,0.101,8.16569126619217e-09,"0","Pomk"
"Nicn1",4.09963114958305e-13,0.382891570422494,0.273,0.185,8.46737817634882e-09,"0","Nicn1"
"Tmem121",4.22021731405725e-13,0.717135789413292,0.176,0.106,8.71643684045384e-09,"0","Tmem121"
"Gpsm1",4.68904431438447e-13,0.268873968861357,0.141,0.078,9.68475212692968e-09,"0","Gpsm1"
"Metap1d",4.76862567759747e-13,0.19965933366572,0.278,0.192,9.84911947450981e-09,"0","Metap1d"
"Rpl22l1",4.89008389151733e-13,0.152352225308471,0.992,0.885,1.00999792695399e-08,"0","Rpl22l1"
"Zfp524",4.92080244558928e-13,0.356454430237702,0.218,0.14,1.01634253711201e-08,"0","Zfp524"
"3222401L13Rik",5.26729341596571e-13,0.210031842487491,0.14,0.077,1.08790678213356e-08,"0","3222401L13Rik"
"Nploc4",5.39399470170815e-13,0.101588772304048,0.364,0.268,1.1140756656908e-08,"0","Nploc4"
"Ppia",5.51601876788591e-13,0.103594360860189,1,0.957,1.13927851631916e-08,"0","Ppia"
"Ubl7",5.76958539118144e-13,0.207908919259598,0.333,0.238,1.19165016669461e-08,"0","Ubl7"
"Arhgef18",5.77715150831512e-13,0.177381468541937,0.262,0.177,1.1932128725274e-08,"0","Arhgef18"
"Pcgf1",5.89558417708833e-13,0.485160062627358,0.132,0.073,1.21767395593582e-08,"0","Pcgf1"
"Hivep1",6.31400593009834e-13,0.165266193842576,0.33,0.235,1.30409478480251e-08,"0","Hivep1"
"Wdr44",6.31721316664182e-13,0.37486910685982,0.233,0.153,1.3047572074382e-08,"0","Wdr44"
"Ttc8",6.49633430856702e-13,0.353924413791336,0.179,0.108,1.34175288809143e-08,"0","Ttc8"
"B9d2",6.58175734349877e-13,0.306743646276883,0.271,0.186,1.35939616172624e-08,"0","B9d2"
"Kif3b",6.67393674253253e-13,0.194441966485565,0.311,0.219,1.37843489480267e-08,"0","Kif3b"
"St6galnac4",6.76732227970266e-13,0.193684182209391,0.305,0.21,1.39772274364979e-08,"0","St6galnac4"
"Spred2",6.82593419635043e-13,0.294934775927216,0.337,0.243,1.40982844891422e-08,"0","Spred2"
"Cela1",6.83976882206406e-13,0.31572479967104,0.159,0.091,1.41268585250911e-08,"0","Cela1"
"Bcorl1",7.39241262345616e-13,0.33774044556842,0.214,0.137,1.52682890324863e-08,"0","Bcorl1"
"Atrnl1",7.63677247688591e-13,0.217208158562522,0.222,0.143,1.57729898737602e-08,"0","Atrnl1"
"Adck5",7.97429361126283e-13,0.151343231524051,0.229,0.147,1.64701060247022e-08,"0","Adck5"
"Dmd",8.02674759745029e-13,0.312543867802407,0.16,0.093,1.65784444877738e-08,"0","Dmd"
"Sec23b",8.26722446227044e-13,0.11758911296879,0.387,0.286,1.70751254043734e-08,"0","Sec23b"
"Cbarp",8.29283146781774e-13,0.484071722597792,0.103,0.052,1.71280141136308e-08,"0","Cbarp"
"Rnf114",8.29805206943754e-13,0.243869466320175,0.288,0.2,1.71387967442163e-08,"0","Rnf114"
"B230354K17Rik",8.41306337436878e-13,0.390404913572088,0.231,0.153,1.73763410934213e-08,"0","B230354K17Rik"
"Rpl8",8.69012605998961e-13,0.10899222992489,1,0.969,1.79485863643025e-08,"0","Rpl8"
"Map2k5",9.15762250674922e-13,0.239607443491149,0.282,0.196,1.89141535254398e-08,"0","Map2k5"
"Acd",9.26163642106818e-13,0.319619314054578,0.31,0.221,1.91289838640742e-08,"0","Acd"
"Nedd8",9.73869537249846e-13,0.101331566844711,0.99,0.819,2.01143014223583e-08,"0","Nedd8"
"Nop16",9.93374546956681e-13,0.136812848892427,0.524,0.397,2.05171578928433e-08,"0","Nop16"
"Asah2",1.00569068532255e-12,0.203307963991934,0.197,0.124,2.0771535414652e-08,"0","Asah2"
"Creld2",1.03071706397879e-12,0.109437155345534,0.457,0.341,2.12884302394179e-08,"0","Creld2"
"Ap1m1",1.04480568359139e-12,0.125128263333162,0.385,0.284,2.15794165888967e-08,"0","Ap1m1"
"Gid8",1.06498503596086e-12,0.169489753769922,0.441,0.332,2.19962009327356e-08,"0","Gid8"
"Nagpa",1.07470423441477e-12,0.288355231281193,0.26,0.174,2.21969412576027e-08,"0","Nagpa"
"Def6",1.10367093627710e-12,0.577365534178141,0.134,0.074,2.27952195178673e-08,"0","Def6"
"3110040N11Rik",1.11946548533564e-12,0.144178805797417,0.373,0.275,2.31214401341222e-08,"0","3110040N11Rik"
"Mcm3ap",1.130121621886e-12,0.123800391707752,0.336,0.243,2.33415319784335e-08,"0","Mcm3ap"
"D16Ertd472e",1.1500006404368e-12,0.281102609447556,0.263,0.179,2.37521132275817e-08,"0","D16Ertd472e"
"9430038I01Rik",1.19540622429491e-12,0.457842632949783,0.241,0.161,2.46899201565871e-08,"0","9430038I01Rik"
"Copg2",1.22373941155676e-12,0.245817684274114,0.269,0.186,2.52751138062933e-08,"0","Copg2"
"Sharpin",1.24397326344884e-12,0.148012841101245,0.302,0.212,2.56930237832723e-08,"0","Sharpin"
"Ankrd27",1.26013426385087e-12,0.130411470762096,0.288,0.199,2.60268130855759e-08,"0","Ankrd27"
"Tcim",1.36016693018349e-12,0.511165285607224,0.126,0.068,2.80928877760098e-08,"0","Tcim"
"Ptpn14",1.36557183368264e-12,0.445842141669166,0.23,0.154,2.82045206528813e-08,"0","Ptpn14"
"Cfap298",1.37513359184065e-12,0.170743895351493,0.374,0.274,2.84020092058769e-08,"0","Cfap298"
"Gm14305",1.41575722627305e-12,0.695449228801421,0.161,0.096,2.92410497514436e-08,"0","Gm14305"
"5430416N02Rik",1.46185855321195e-12,0.245130260995925,0.288,0.203,3.01932265580396e-08,"0","5430416N02Rik"
"Pomgnt1",1.5144770516405e-12,0.153304286697206,0.376,0.281,3.12800090245828e-08,"0","Pomgnt1"
"Cd99l2",1.52192122506291e-12,0.126912662277459,0.371,0.273,3.14337609824493e-08,"0","Cd99l2"
"Pygb",1.60025178650683e-12,0.286988608563124,0.258,0.175,3.30516003985121e-08,"0","Pygb"
"Dpagt1",1.63538219989596e-12,0.309771022912993,0.312,0.223,3.37771839566512e-08,"0","Dpagt1"
"Ints8",1.67298666924606e-12,0.145162739044067,0.279,0.193,3.45538666666081e-08,"0","Ints8"
"Entr1",1.71601084997773e-12,0.121486364698254,0.455,0.351,3.544248809544e-08,"0","Entr1"
"Zfp444",1.75702050478135e-12,0.478666485963662,0.215,0.139,3.6289501505754e-08,"0","Zfp444"
"St3gal4",1.76628373693468e-12,0.393239727947542,0.218,0.144,3.64808243026489e-08,"0","St3gal4"
"Dusp16",1.94439938789593e-12,0.455440830654873,0.217,0.142,4.01596249576026e-08,"0","Dusp16"
"Ttc7",1.94855390803655e-12,0.293118326377968,0.238,0.157,4.02454324165869e-08,"0","Ttc7"
"Gramd1a",2.05501743496694e-12,0.153416462168964,0.317,0.225,4.24443301018072e-08,"0","Gramd1a"
"Elovl5",2.15913616100744e-12,0.181120870741331,0.375,0.283,4.45947982694478e-08,"0","Elovl5"
"Zfp568",2.22892470697069e-12,0.370435674571938,0.205,0.132,4.60362108977727e-08,"0","Zfp568"
"Slc9a3r1",2.33125705971505e-12,0.260679881309498,0.252,0.17,4.81497833113547e-08,"0","Slc9a3r1"
"Galnt13",2.39817623678743e-12,0.907944305196585,0.111,0.058,4.95319319946076e-08,"0","Galnt13"
"Ntrk2",2.46510847663803e-12,1.17267137381201,0.141,0.082,5.09143504764819e-08,"0","Ntrk2"
"Micu1",2.47578166992334e-12,0.116018681684903,0.424,0.325,5.11347946105966e-08,"0","Micu1"
"Celf4",2.54741109905194e-12,0.271121392186744,0.104,0.053,5.26142288398189e-08,"0","Celf4"
"Dhx57",2.6107693171681e-12,0.346468268123585,0.234,0.155,5.39228294767899e-08,"0","Dhx57"
"Cmas",2.72131271954525e-12,0.138516689467487,0.461,0.353,5.62059929094876e-08,"0","Cmas"
"Aldh3b1",2.78390708746038e-12,0.288297598101017,0.17,0.101,5.74988169844068e-08,"0","Aldh3b1"
"Scamp5",2.91521066396685e-12,0.332805392201131,0.166,0.1,6.02107610535713e-08,"0","Scamp5"
"Trmt10b",2.91931647291985e-12,0.466192888396963,0.192,0.122,6.02955624316865e-08,"0","Trmt10b"
"Traf3ip2",3.02778771344989e-12,0.189794650949483,0.212,0.136,6.2535927433594e-08,"0","Traf3ip2"
"Bysl",3.19152483243927e-12,0.172955101784222,0.392,0.289,6.59177538892008e-08,"0","Bysl"
"Plekhh3",3.19494028502406e-12,0.390512444015666,0.205,0.132,6.5988296646887e-08,"0","Plekhh3"
"Nme7",3.39886759555601e-12,0.357458280358664,0.243,0.163,7.02002113186139e-08,"0","Nme7"
"Spata6",3.59638487737709e-12,0.186502708637367,0.26,0.175,7.42797332573464e-08,"0","Spata6"
"9930111J21Rik2",3.64579481849342e-12,0.615800699575884,0.146,0.085,7.53002461811631e-08,"0","9930111J21Rik2"
"Zfp64",3.65559280859383e-12,0.292992436233789,0.255,0.173,7.5502613868697e-08,"0","Zfp64"
"Mlxip",4.00852603231381e-12,0.179921779628712,0.288,0.203,8.27920966714094e-08,"0","Mlxip"
"Snx8",4.01460151944163e-12,0.257722986863035,0.216,0.139,8.29175797825475e-08,"0","Snx8"
"Smad6",4.02445279842602e-12,0.335131780209673,0.264,0.181,8.31210480986911e-08,"0","Smad6"
"Sumf2",4.18524013168023e-12,0.153175139483999,0.392,0.296,8.64419496797235e-08,"0","Sumf2"
"Unc45a",4.22169782045889e-12,0.133717261409601,0.346,0.254,8.7194946783758e-08,"0","Unc45a"
"Tom1",4.30173265383808e-12,0.118650805270193,0.237,0.157,8.88479862323717e-08,"0","Tom1"
"Gcc1",4.39562174343329e-12,0.226795882044176,0.173,0.105,9.07871714888713e-08,"0","Gcc1"
"Plekhg5",4.55863273319455e-12,0.501430081594806,0.136,0.078,9.41540004714002e-08,"0","Plekhg5"
"Des",4.56198239482318e-12,0.330116974071003,0.112,0.059,9.42231843826779e-08,"0","Des"
"Acot7",4.68553196806646e-12,0.100171179368514,0.431,0.32,9.67749772684447e-08,"0","Acot7"
"Hebp1",4.84725962305786e-12,0.125509828432409,0.355,0.256,1.00115300254637e-07,"0","Hebp1"
"Il1rl1",4.86864721325627e-12,0.384827437823779,0.175,0.107,1.00557039542595e-07,"0","Il1rl1"
"Ppp2r5b",4.87519872801838e-12,0.274437169866879,0.246,0.169,1.00692354528492e-07,"0","Ppp2r5b"
"Pqlc2",5.28020870335132e-12,0.509251653926565,0.164,0.1,1.09057430559018e-07,"0","Pqlc2"
"Zfp931",5.32145237953029e-12,0.247906612722845,0.176,0.108,1.09909277446819e-07,"0","Zfp931"
"Tdrd7",5.41608452342329e-12,0.377045968966339,0.167,0.101,1.11863809746785e-07,"0","Tdrd7"
"Slc25a12",5.64261991404453e-12,0.279111561474374,0.224,0.146,1.16542671704676e-07,"0","Slc25a12"
"Mapk8ip1",5.92684042912096e-12,0.406521291001251,0.131,0.074,1.22412962223064e-07,"0","Mapk8ip1"
"Zfp1",6.08002798937534e-12,0.430017019781886,0.227,0.153,1.25576898092558e-07,"0","Zfp1"
"Sh3rf1",6.12302893232237e-12,0.523911623396971,0.125,0.069,1.26465039568186e-07,"0","Sh3rf1"
"Ppp1r13l",6.16924190943065e-12,0.717826569626194,0.121,0.067,1.27419522397381e-07,"0","Ppp1r13l"
"Lrrc49",6.26489741499985e-12,0.788614751216594,0.108,0.057,1.29395191209407e-07,"0","Lrrc49"
"Srd5a3",6.31147887458337e-12,0.189863754467649,0.348,0.256,1.30357284675645e-07,"0","Srd5a3"
"Arrdc1",6.55570515441624e-12,0.748264234740756,0.11,0.058,1.35401534259313e-07,"0","Arrdc1"
"Psmd5",6.61973334017468e-12,0.119472916005585,0.432,0.329,1.36723972407968e-07,"0","Psmd5"
"Zfp821",6.83213882445422e-12,0.384280063090212,0.179,0.111,1.41110995280277e-07,"0","Zfp821"
"Gnpda1",6.86659221013138e-12,0.123535952577857,0.289,0.203,1.41822595508054e-07,"0","Gnpda1"
"Pde10a",7.08631245708959e-12,0.229812206685962,0.173,0.105,1.46360697488728e-07,"0","Pde10a"
"Ccdc97",7.25722017871489e-12,0.191767724351287,0.244,0.165,1.49890625571177e-07,"0","Ccdc97"
"H2-Q4",7.32382845496107e-12,0.76210101070528,0.128,0.072,1.51266352908766e-07,"0","H2-Q4"
"R74862",7.46875869630988e-12,0.735528101967066,0.109,0.057,1.54259742113584e-07,"0","R74862"
"Tap1",7.7863511249731e-12,0.539418990947772,0.174,0.108,1.60819296135194e-07,"0","Tap1"
"Cipc",7.9544273957462e-12,0.164492221780802,0.209,0.136,1.64290743431742e-07,"0","Cipc"
"Rgmb",8.53255187945985e-12,0.226236783673596,0.257,0.176,1.76231326518364e-07,"0","Rgmb"
"Kat5",8.58900986757054e-12,0.318822951774812,0.224,0.149,1.77397409804802e-07,"0","Kat5"
"Ankrd37",9.60464590555995e-12,0.581879354047685,0.187,0.119,1.98374356533435e-07,"0","Ankrd37"
"Efna2",9.95310915269662e-12,0.74647962226652,0.1,0.051,2.05571516439796e-07,"0","Efna2"
"Calcoco1",1.0679436996193e-11,0.102116165929504,0.304,0.219,2.20573091719371e-07,"0","Calcoco1"
"Eef1akmt4",1.08076149441778e-11,0.244487208705161,0.283,0.197,2.23220479057049e-07,"0","Eef1akmt4"
"Mark4",1.10364252613689e-11,0.287261417626366,0.258,0.179,2.27946327348313e-07,"0","Mark4"
"Rps6ka2",1.2024714393158e-11,0.581571530240521,0.129,0.073,2.48358451076286e-07,"0","Rps6ka2"
"Abca5",1.33527549835426e-11,0.282652728271569,0.182,0.113,2.75787801430089e-07,"0","Abca5"
"Dennd1b",1.37571810264599e-11,0.193245147252081,0.26,0.18,2.84140816920503e-07,"0","Dennd1b"
"Prr7",1.41084000631754e-11,0.405084129071919,0.169,0.103,2.91394894904825e-07,"0","Prr7"
"Pbx2",1.49711881945828e-11,0.18153393672219,0.321,0.233,3.09214920970912e-07,"0","Pbx2"
"Zfp518b",1.51808462626762e-11,0.182206640210059,0.187,0.118,3.13545198709314e-07,"0","Zfp518b"
"Ralgds",1.58956678971859e-11,0.184937745433607,0.298,0.213,3.28309124748478e-07,"0","Ralgds"
"Carmil1",1.6206377288092e-11,0.457364431961137,0.132,0.076,3.34726516508251e-07,"0","Carmil1"
"Smarcd1",1.67499912980306e-11,0.204544017112211,0.355,0.264,3.45954320269523e-07,"0","Smarcd1"
"Armc10",1.67705932880043e-11,0.255242799389018,0.224,0.15,3.46379833770442e-07,"0","Armc10"
"Trmt61a",1.8066995051822e-11,0.419643540250444,0.193,0.125,3.73155715800331e-07,"0","Trmt61a"
"Cep120",1.86861567871199e-11,0.127488495441198,0.264,0.186,3.85943882281175e-07,"0","Cep120"
"Nipa1",1.87766855447981e-11,0.582636367013257,0.169,0.105,3.87813663242261e-07,"0","Nipa1"
"R3hcc1",1.87870145295658e-11,0.142829133238601,0.379,0.285,3.88026998093652e-07,"0","R3hcc1"
"Fmo2",1.94179473503089e-11,0.33530407606963,0.131,0.074,4.01058284573281e-07,"0","Fmo2"
"Med12",2.03326620536241e-11,0.204304754178918,0.288,0.207,4.19950802055553e-07,"0","Med12"
"Ap3s2",2.08138185639154e-11,0.174773360411821,0.319,0.233,4.29888608619109e-07,"0","Ap3s2"
"Thoc5",2.08725986483383e-11,0.299660950530194,0.277,0.196,4.31102652482778e-07,"0","Thoc5"
"Hspbap1",2.09141415513566e-11,0.376982849989838,0.117,0.064,4.3196067960172e-07,"0","Hspbap1"
"Ldlrap1",2.31543913586871e-11,0.295613928966724,0.284,0.204,4.78230799122322e-07,"0","Ldlrap1"
"Daxx",2.35056580615954e-11,0.180187591122179,0.375,0.285,4.85485861604191e-07,"0","Daxx"
"Rnf113a1",2.49816785057631e-11,0.577187914777769,0.124,0.07,5.15971587858031e-07,"0","Rnf113a1"
"Rnf113a2",2.52248158463391e-11,0.173105318815224,0.339,0.254,5.20993346490287e-07,"0","Rnf113a2"
"Siah2",2.75361362076731e-11,0.365362812749411,0.281,0.203,5.6873135723328e-07,"0","Siah2"
"Thap3",2.75863955805359e-11,0.114988420996492,0.287,0.201,5.69769414320388e-07,"0","Thap3"
"H3f3a",2.90484756336385e-11,0.143192927120052,0.998,0.895,5.9996721573717e-07,"0","H3f3a"
"Mettl25",2.96678533061762e-11,0.497190636965491,0.112,0.061,6.12759842185762e-07,"0","Mettl25"
"Ggt7",3.19029418000339e-11,0.110003253072262,0.132,0.076,6.589233599379e-07,"0","Ggt7"
"Gm14295",3.29218813177109e-11,0.806429400476819,0.104,0.056,6.79968536736e-07,"0","Gm14295"
"Hmbox1",3.30213994642912e-11,0.20322950409271,0.265,0.187,6.8202398453547e-07,"0","Hmbox1"
"Osbpl2",3.35106071199873e-11,0.186051795265257,0.262,0.184,6.92128079456217e-07,"0","Osbpl2"
"Cog2",3.4232558013266e-11,0.232339658316611,0.308,0.225,7.07039253205997e-07,"0","Cog2"
"AU022252",3.53953405980866e-11,0.240415441049598,0.358,0.268,7.31055364712881e-07,"0","AU022252"
"Tmem80",3.54862409521936e-11,0.133671608830172,0.283,0.201,7.32932820626607e-07,"0","Tmem80"
"Josd1",3.57290961404174e-11,0.120495798496116,0.407,0.312,7.37948751684181e-07,"0","Josd1"
"Ankmy2",3.62266901311714e-11,0.328816373695899,0.243,0.167,7.48226057969215e-07,"0","Ankmy2"
"Gne",3.70620358528766e-11,0.39085296470942,0.167,0.105,7.65479288505314e-07,"0","Gne"
"Mmab",3.74961290274095e-11,0.251530166660275,0.322,0.24,7.74445048932115e-07,"0","Mmab"
"Creb5",3.8394499371421e-11,0.102969553733289,0.197,0.126,7.92999990017328e-07,"0","Creb5"
"Unc119b",4.00222057663825e-11,0.312710919912611,0.236,0.162,8.26618637898864e-07,"0","Unc119b"
"Pip4k2b",4.26920730449689e-11,0.267591435993673,0.272,0.19,8.81762076670788e-07,"0","Pip4k2b"
"Ipo13",4.42067895394157e-11,0.268240786586411,0.274,0.195,9.13047031147091e-07,"0","Ipo13"
"Cachd1",4.50478528635728e-11,0.307183102011384,0.252,0.175,9.30418353044233e-07,"0","Cachd1"
"Parp12",4.62275562042826e-11,0.446068715756184,0.164,0.102,9.54783945843252e-07,"0","Parp12"
"Ptprm",4.68571938703974e-11,0.36792067300382,0.214,0.144,9.67788482199188e-07,"0","Ptprm"
"Zfp992",4.94858446117307e-11,0.359507940626484,0.155,0.094,1.02208063461069e-06,"0","Zfp992"
"Rnf34",5.13849821762209e-11,0.207817838274895,0.311,0.227,1.06130542186767e-06,"0","Rnf34"
"Fzd7",5.47105645999004e-11,0.158198904554803,0.233,0.158,1.12999200124634e-06,"0","Fzd7"
"Vangl1",5.54457763572992e-11,0.292701648583162,0.236,0.16,1.14517706488366e-06,"0","Vangl1"
"Pcdhb22",5.68217423607147e-11,0.685001351953553,0.1,0.053,1.1735962667182e-06,"0","Pcdhb22"
"Calcrl",5.81640403590906e-11,0.328331727418197,0.115,0.063,1.20132008957666e-06,"0","Calcrl"
"Nol10",5.85217851007829e-11,0.235227182457506,0.24,0.165,1.20870894947157e-06,"0","Nol10"
"Mppe1",6.34494807931823e-11,0.464022590893465,0.153,0.094,1.31048557630239e-06,"0","Mppe1"
"Rasa4",6.36177293473032e-11,0.454864450330396,0.123,0.069,1.3139605819392e-06,"0","Rasa4"
"Dgka",6.7512248309812e-11,0.582675077527858,0.123,0.07,1.39439797659086e-06,"0","Dgka"
"Ghdc",6.84552634855233e-11,0.312826301979905,0.203,0.135,1.41387501203e-06,"0","Ghdc"
"Hsd11b1",6.84804001084559e-11,0.178562102854698,0.223,0.151,1.41439418384005e-06,"0","Hsd11b1"
"Pias4",7.23489603064646e-11,0.150957829335452,0.32,0.234,1.49429542616972e-06,"0","Pias4"
"Enpp4",7.52675554569606e-11,0.169283685643013,0.22,0.15,1.55457609040806e-06,"0","Enpp4"
"Cluap1",7.64442616945262e-11,0.109457758252637,0.293,0.214,1.57887978103875e-06,"0","Cluap1"
"Pqlc1",7.89474086794832e-11,0.231722614615812,0.24,0.164,1.63057977886605e-06,"0","Pqlc1"
"Pheta1",8.1290877309298e-11,0.708478579079875,0.117,0.066,1.67898177994624e-06,"0","Pheta1"
"Zfp37",8.42010768192127e-11,0.430367421573369,0.121,0.068,1.73908904062402e-06,"0","Zfp37"
"Ttc17",8.49452614184195e-11,0.28029971329857,0.267,0.189,1.75445942933604e-06,"0","Ttc17"
"Rhbdd1",9.23956117907571e-11,0.210518897766997,0.24,0.165,1.9083389659263e-06,"0","Rhbdd1"
"Wrnip1",9.41464374309727e-11,0.316598370044704,0.282,0.2,1.94450051869931e-06,"0","Wrnip1"
"Tmem138",1.07138435674646e-10,0.193106332441546,0.255,0.176,2.21283725042415e-06,"0","Tmem138"
"Gdf10",1.12174651516563e-10,0.360570890319498,0.491,0.392,2.3168552524231e-06,"0","Gdf10"
"Thg1l",1.22639714604364e-10,0.33616771356204,0.202,0.135,2.53300066543853e-06,"0","Thg1l"
"Acy1",1.26097050682108e-10,0.407835645756749,0.125,0.072,2.60440848478826e-06,"0","Acy1"
"Dmap1",1.32396699893048e-10,0.273187002768449,0.226,0.155,2.73452143959102e-06,"0","Dmap1"
"Gtf2h2",1.37856470496416e-10,0.216817337056396,0.222,0.15,2.84728754163298e-06,"0","Gtf2h2"
"Rack1",1.38598545727443e-10,0.10004353594451,1,0.958,2.86261436345461e-06,"0","Rack1"
"Slc12a9",1.54524756947903e-10,0.306155717261755,0.146,0.088,3.19155433000199e-06,"0","Slc12a9"
"Rapgef1",1.624501308044e-10,0.143794090527722,0.312,0.231,3.35524500163407e-06,"0","Rapgef1"
"Pnkp",1.69856477021256e-10,0.101970253798235,0.354,0.262,3.50821567639702e-06,"0","Pnkp"
"Zgpat",1.71612973692511e-10,0.302379161338575,0.222,0.152,3.54449435864512e-06,"0","Zgpat"
"Zfp335",1.77481747709067e-10,0.511450074131205,0.147,0.089,3.66570801718308e-06,"0","Zfp335"
"Zbtb33",1.77933920108749e-10,0.153814731494951,0.23,0.158,3.67504718592609e-06,"0","Zbtb33"
"Nipsnap1",1.81968538766363e-10,0.913195799762463,0.104,0.057,3.75837819968046e-06,"0","Nipsnap1"
